"city_no","walk_no","reward","step_no","node","node_reward","node_rt","H","B","A","v","subjID","mean","median","sd","best_leaf","best_reward","worst_leaf","worst_reward","path_leaf"
4,14,160,3,15,90,664,4,2,0,9,7,136.25,130,24.3060838944844,11,178,15,109,"15"
4,15,165,1,3,18,1278,4,2,0,9,7,136.25,130,24.3060838944844,11,178,15,109,"14"
4,15,165,2,7,54,1672,4,2,0,9,7,136.25,130,24.3060838944844,11,178,15,109,"14"
4,15,165,3,14,93,809,4,2,0,9,7,136.25,130,24.3060838944844,11,178,15,109,"14"
5,1,116,1,5,43,3734,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"20"
5,1,116,2,20,73,849,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"20"
5,2,116,1,4,67,1934,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"15"
5,2,116,2,15,49,1376,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"15"
5,3,88,1,3,53,548,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"13"
5,3,88,2,13,35,1360,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"13"
5,4,108,1,2,50,538,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"6"
5,4,108,2,6,58,985,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"6"
5,5,109,1,4,66,2453,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"17"
5,5,109,2,17,43,1048,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"17"
5,6,85,1,4,65,1090,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"14"
5,6,85,2,14,20,801,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"14"
5,7,113,1,5,45,818,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"18"
5,7,113,2,18,68,744,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"18"
5,8,110,1,5,47,893,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"21"
5,8,110,2,21,63,592,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"21"
5,9,87,1,3,48,2299,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"10"
5,9,87,2,10,39,689,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"10"
5,10,122,1,5,46,860,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"19"
5,10,122,2,19,76,1208,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"19"
5,11,121,1,5,44,1019,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"20"
5,11,121,2,20,77,1760,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"20"
5,12,115,1,5,41,421,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"19"
5,12,115,2,19,74,855,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"19"
5,13,116,1,5,41,382,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"20"
5,13,116,2,20,75,928,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"20"
5,14,107,1,4,68,4037,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"16"
5,14,107,2,16,39,1480,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"16"
5,15,115,1,4,63,6068,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"15"
5,15,115,2,15,52,2040,3,4,0,8,7,103.625,106.5,12.6484518156703,20,120,9,85,"15"
6,1,54,1,2,54,3655,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,2,44,1,3,44,750,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"3"
6,3,45,1,4,45,1357,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"4"
6,4,54,1,2,54,398,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,5,51,1,2,51,420,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,6,49,1,2,49,431,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,7,52,1,2,52,1150,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,8,52,1,2,52,92,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,9,49,1,2,49,1533,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,10,44,1,3,44,487,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"3"
6,11,46,1,2,46,662,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,12,43,1,4,43,493,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"4"
6,13,48,1,2,48,94,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,14,52,1,2,52,445,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
6,15,50,1,2,50,518,2,3,0,6,7,46.6666666666667,45,3.78593889720018,4,51,3,44,"2"
7,1,135,1,5,78,5237,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"79"
7,1,135,2,20,50,1032,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"79"
7,1,135,3,79,7,1368,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"79"
7,2,169,1,2,58,854,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"30"
7,2,169,2,8,42,1288,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"30"
7,2,169,3,30,69,984,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"30"
7,3,155,1,3,48,1963,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"45"
7,3,155,2,11,53,3112,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"45"
7,3,155,3,45,54,968,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"45"
7,4,140,1,4,74,1121,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"59"
7,4,140,2,15,48,649,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"59"
7,4,140,3,59,18,1016,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"59"
7,5,160,1,4,67,3297,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"67"
7,5,160,2,17,48,856,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"67"
7,5,160,3,67,45,1248,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"67"
7,6,165,1,5,75,2383,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"74"
7,6,165,2,19,37,1153,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"74"
7,6,165,3,74,53,888,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"74"
7,7,158,1,5,78,1944,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"72"
7,7,158,2,18,47,793,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"72"
7,7,158,3,72,33,791,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"72"
7,8,160,1,2,56,2013,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"24"
7,8,160,2,6,50,616,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"24"
7,8,160,3,24,54,1248,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"24"
7,9,118,1,2,56,2520,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"35"
7,9,118,2,9,55,1040,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"35"
7,9,118,3,35,7,1001,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"35"
7,10,158,1,3,50,1305,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"51"
7,10,158,2,13,34,712,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"51"
7,10,158,3,51,74,904,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"51"
7,11,176,1,3,51,3627,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"40"
7,11,176,2,10,39,1104,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"40"
7,11,176,3,40,86,1120,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"40"
7,12,148,1,3,49,4671,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"47"
7,12,148,2,12,46,568,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"47"
7,12,148,3,47,53,880,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"47"
7,13,131,1,4,69,1673,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"55"
7,13,131,2,14,53,1008,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"55"
7,13,131,3,55,9,1217,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"55"
7,14,136,1,5,78,2408,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"83"
7,14,136,2,21,48,760,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"83"
7,14,136,3,83,10,856,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"83"
7,15,117,1,2,57,1758,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"27"
7,15,117,2,7,39,879,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"27"
7,15,117,3,27,21,617,4,4,0,8,7,147.78125,150,22.3119789521661,25,194,54,109,"27"
8,1,81,1,4,57,3194,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"12"
8,1,81,2,12,24,927,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"12"
8,2,129,1,2,90,893,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,2,129,2,5,39,776,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,3,93,1,2,84,950,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"7"
8,3,93,2,7,9,528,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"7"
8,4,126,1,2,84,1117,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"6"
8,4,126,2,6,42,648,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"6"
8,5,121,1,2,85,2022,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"6"
8,5,121,2,6,36,816,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"6"
8,6,102,1,3,39,1324,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"9"
8,6,102,2,9,63,817,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"9"
8,7,121,1,2,84,2083,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,7,121,2,5,37,1168,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,8,95,1,4,56,1790,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"11"
8,8,95,2,11,39,968,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"11"
8,9,88,1,4,58,420,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"13"
8,9,88,2,13,30,873,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"13"
8,10,116,1,2,78,612,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,10,116,2,5,38,1968,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,11,124,1,3,41,4541,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"8"
8,11,124,2,8,83,607,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"8"
8,12,84,1,3,41,1486,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"10"
8,12,84,2,10,43,1152,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"10"
8,13,120,1,3,38,942,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"8"
8,13,120,2,8,82,791,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"8"
8,14,129,1,2,89,1542,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,14,129,2,5,40,912,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,15,126,1,2,84,2997,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
8,15,126,2,5,42,2168,3,3,0,4,7,101,100,16.8300326797068,11,123,10,83,"5"
9,1,41,1,3,41,3605,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,2,41,1,2,41,934,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"2"
9,3,43,1,2,43,470,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"2"
9,4,42,1,2,42,317,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"2"
9,5,45,1,3,45,686,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,6,45,1,3,45,341,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,7,44,1,3,44,575,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,8,40,1,2,40,60,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"2"
9,9,42,1,3,42,182,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,10,47,1,3,47,85,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,11,46,1,3,46,110,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,12,45,1,3,45,853,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,13,41,1,3,41,559,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
9,14,40,1,2,40,788,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"2"
9,15,45,1,3,45,703,2,2,0,8,7,43.5,43.5,2.12132034355964,3,45,2,42,"3"
1,1,40,1,2,40,5833,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,2,31,1,4,31,3189,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"4"
1,3,39,1,3,39,3877,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"3"
1,4,41,1,2,41,1838,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,5,45,1,3,45,1791,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"3"
1,6,42,1,3,42,903,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"3"
1,7,44,1,2,44,647,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,8,43,1,2,43,1734,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,9,40,1,3,40,957,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"3"
1,10,41,1,2,41,509,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,11,42,1,2,42,3807,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,12,41,1,2,41,1125,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,13,42,1,2,42,1287,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,14,42,1,2,42,1078,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
1,15,44,1,2,44,871,2,3,0,8,8,38.3333333333333,41,6.42910050732864,4,43,3,31,"2"
2,1,132,1,2,52,4724,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"37"
2,1,132,2,9,38,3088,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"37"
2,1,132,3,37,42,2008,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"37"
2,2,162,1,3,35,1346,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"39"
2,2,162,2,10,56,1464,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"39"
2,2,162,3,39,71,1440,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"39"
2,3,135,1,5,72,1604,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"81"
2,3,135,2,20,15,1984,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"81"
2,3,135,3,81,48,896,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"81"
2,4,122,1,4,36,1140,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"58"
2,4,122,2,15,45,968,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"58"
2,4,122,3,58,41,816,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"58"
2,5,123,1,3,39,1741,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"53"
2,5,123,2,13,35,1536,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"53"
2,5,123,3,53,49,1176,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"53"
2,6,148,1,2,52,2605,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"22"
2,6,148,2,6,56,784,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"22"
2,6,148,3,22,40,1408,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"22"
2,7,153,1,3,34,2132,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"42"
2,7,153,2,11,54,1272,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"42"
2,7,153,3,42,65,944,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"42"
2,8,135,1,3,38,900,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"46"
2,8,135,2,12,61,1120,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"46"
2,8,135,3,46,36,1192,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"46"
2,9,163,1,3,35,996,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"47"
2,9,163,2,12,61,6616,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"47"
2,9,163,3,47,67,1224,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"47"
2,10,173,1,5,70,1308,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"85"
2,10,173,2,21,57,872,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"85"
2,10,173,3,85,46,1360,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"85"
2,11,168,1,5,67,2643,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"84"
2,11,168,2,21,57,1800,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"84"
2,11,168,3,84,44,840,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"84"
2,12,168,1,5,68,908,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"83"
2,12,168,2,21,54,720,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"83"
2,12,168,3,83,46,1824,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"83"
2,13,158,1,5,67,876,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"82"
2,13,158,2,21,53,887,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"82"
2,13,158,3,82,38,720,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"82"
2,14,166,1,5,69,732,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"85"
2,14,166,2,21,51,792,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"85"
2,14,166,3,85,46,761,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"85"
2,15,160,1,5,66,1284,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"84"
2,15,160,2,21,53,680,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"84"
2,15,160,3,84,41,2144,4,4,0,2,8,148.828125,144,19.9033814527574,79,197,22,116,"84"
3,1,48,1,2,45,3442,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"4"
3,1,48,2,4,3,1176,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"4"
3,2,61,1,3,48,2022,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"6"
3,2,61,2,6,13,1096,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"6"
3,3,72,1,3,50,783,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,3,72,2,7,22,832,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,4,63,1,2,44,1399,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"5"
3,4,63,2,5,19,664,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"5"
3,5,74,1,3,48,669,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,5,74,2,7,26,936,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,6,71,1,3,50,501,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,6,71,2,7,21,1048,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,7,72,1,3,49,519,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,7,72,2,7,23,736,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,8,69,1,3,46,662,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,8,69,2,7,23,808,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,9,72,1,3,48,598,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,9,72,2,7,24,808,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,10,64,1,3,44,1527,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,10,64,2,7,20,840,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,11,67,1,3,47,774,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,11,67,2,7,20,704,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,12,64,1,2,42,582,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"5"
3,12,64,2,5,22,720,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"5"
3,13,65,1,2,45,685,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"5"
3,13,65,2,5,20,768,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"5"
3,14,76,1,3,50,2294,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,14,76,2,7,26,768,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,15,70,1,3,48,1119,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
3,15,70,2,7,22,944,3,2,0,6,8,62.75,63,7.36545993132812,6,71,4,54,"7"
4,1,50,1,2,50,3748,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,2,49,1,3,49,1031,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"3"
4,3,48,1,2,48,775,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,4,51,1,2,51,726,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,5,50,1,2,50,566,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,6,48,1,2,48,1046,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,7,46,1,3,46,1006,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"3"
4,8,51,1,2,51,398,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,9,51,1,2,51,606,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,10,53,1,2,53,471,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,11,49,1,2,49,495,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,12,49,1,2,49,503,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,13,50,1,2,50,439,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,14,49,1,2,49,1222,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
4,15,54,1,2,54,333,2,2,0,1,8,49,49,2.82842712474619,3,51,2,47,"2"
5,1,137,1,3,51,4672,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"12"
5,1,137,2,6,46,1232,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"12"
5,1,137,3,12,40,1080,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"12"
5,2,136,1,3,53,1918,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"15"
5,2,136,2,7,62,648,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"15"
5,2,136,3,15,21,936,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"15"
5,3,153,1,3,49,3246,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"14"
5,3,153,2,7,64,1024,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"14"
5,3,153,3,14,40,728,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"14"
5,4,162,1,2,34,2470,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"8"
5,4,162,2,4,49,864,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"8"
5,4,162,3,8,79,1520,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"8"
5,5,162,1,2,30,5846,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"9"
5,5,162,2,4,48,960,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"9"
5,5,162,3,9,84,1712,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"9"
5,6,145,1,2,29,1405,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"11"
5,6,145,2,5,45,1232,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"11"
5,6,145,3,11,71,1288,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"11"
5,7,153,1,2,33,5047,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"8"
5,7,153,2,4,46,656,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"8"
5,7,153,3,8,74,712,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"8"
5,8,161,1,3,53,1439,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"14"
5,8,161,2,7,62,936,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"14"
5,8,161,3,14,46,736,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"14"
5,9,148,1,2,31,4813,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"11"
5,9,148,2,5,44,712,4,2,0,4,8,144.875,146.5,14.7690554877419,12,162,14,123,"11"
