"subjID","alpha","gamma","beta","tau","H","B","A","v","walk_no","path_leaf","reward","node","node_reward","step_no"
27,0,1,2,2,2,4,0,9,2,4,69,4,69,1
27,0,1,2,2,2,4,0,9,3,4,68,4,68,1
27,0,1,2,2,2,4,0,9,4,4,64,4,64,1
27,0,1,2,2,2,4,0,9,5,4,68,4,68,1
27,0,1,2,2,2,4,0,9,6,4,68,4,68,1
27,0,1,2,2,2,4,0,9,7,4,67,4,67,1
27,0,1,2,2,2,4,0,9,8,4,67,4,67,1
27,0,1,2,2,2,4,0,9,9,4,65,4,65,1
27,0,1,2,2,2,4,0,9,10,4,67,4,67,1
27,0,1,2,2,2,4,0,9,11,4,66,4,66,1
27,0,1,2,2,2,4,0,9,12,4,66,4,66,1
27,0,1,2,2,2,4,0,9,13,4,68,4,68,1
27,0,1,2,2,2,4,0,9,14,4,66,4,66,1
27,0,1,2,2,2,4,0,9,15,4,68,4,68,1
27,0,1,2,2,2,4,1,2,1,5,45,5,45,1
27,0,1,2,2,2,4,1,2,2,5,44,5,44,1
27,0,1,2,2,2,4,1,2,3,5,44,5,44,1
27,0,1,2,2,2,4,1,2,4,5,44,5,44,1
27,0,1,2,2,2,4,1,2,5,5,45,5,45,1
27,0,1,2,2,2,4,1,2,6,5,43,5,43,1
27,0,1,2,2,2,4,1,2,7,5,45,5,45,1
27,0,1,2,2,2,4,1,2,8,5,45,5,45,1
27,0,1,2,2,2,4,1,2,9,5,45,5,45,1
27,0,1,2,2,2,4,1,2,10,5,44,5,44,1
27,0,1,2,2,2,4,1,2,11,5,46,5,46,1
27,0,1,2,2,2,4,1,2,12,5,45,5,45,1
27,0,1,2,2,2,4,1,2,13,5,47,5,47,1
27,0,1,2,2,2,4,1,2,14,5,44,5,44,1
27,0,1,2,2,2,4,1,2,15,5,43,5,43,1
27,0,1,2,2,3,2,0,0,1,6,72,3,60,1
27,0,1,2,2,3,2,0,0,1,6,72,6,12,2
27,0,1,2,2,3,2,0,0,2,7,64,3,53,1
27,0,1,2,2,3,2,0,0,2,7,64,7,11,2
27,0,1,2,2,3,2,0,0,3,6,71,3,59,1
27,0,1,2,2,3,2,0,0,3,6,71,6,12,2
27,0,1,2,2,3,2,0,0,4,7,70,3,56,1
27,0,1,2,2,3,2,0,0,4,7,70,7,14,2
27,0,1,2,2,3,2,0,0,5,6,70,3,59,1
27,0,1,2,2,3,2,0,0,5,6,70,6,11,2
27,0,1,2,2,3,2,0,0,6,6,69,3,59,1
27,0,1,2,2,3,2,0,0,6,6,69,6,10,2
27,0,1,2,2,3,2,0,0,7,7,71,3,58,1
27,0,1,2,2,3,2,0,0,7,7,71,7,13,2
27,0,1,2,2,3,2,0,0,8,6,68,3,56,1
27,0,1,2,2,3,2,0,0,8,6,68,6,12,2
27,0,1,2,2,3,2,0,0,9,7,66,3,55,1
27,0,1,2,2,3,2,0,0,9,7,66,7,11,2
27,0,1,2,2,3,2,0,0,10,6,74,3,63,1
27,0,1,2,2,3,2,0,0,10,6,74,6,11,2
27,0,1,2,2,3,2,0,0,11,6,68,3,57,1
27,0,1,2,2,3,2,0,0,11,6,68,6,11,2
27,0,1,2,2,3,2,0,0,12,6,73,3,58,1
27,0,1,2,2,3,2,0,0,12,6,73,6,15,2
27,0,1,2,2,3,2,0,0,13,6,70,3,60,1
27,0,1,2,2,3,2,0,0,13,6,70,6,10,2
27,0,1,2,2,3,2,0,0,14,6,63,3,56,1
27,0,1,2,2,3,2,0,0,14,6,63,6,7,2
27,0,1,2,2,3,2,0,0,15,7,72,3,58,1
27,0,1,2,2,3,2,0,0,15,7,72,7,14,2
27,0,1,2,2,3,2,1,3,1,7,135,3,68,1
27,0,1,2,2,3,2,1,3,1,7,135,7,67,2
27,0,1,2,2,3,2,1,3,2,7,127,3,61,1
27,0,1,2,2,3,2,1,3,2,7,127,7,66,2
27,0,1,2,2,3,2,1,3,3,7,139,3,69,1
27,0,1,2,2,3,2,1,3,3,7,139,7,70,2
27,0,1,2,2,3,2,1,3,4,7,131,3,66,1
27,0,1,2,2,3,2,1,3,4,7,131,7,65,2
27,0,1,2,2,3,2,1,3,5,7,131,3,65,1
27,0,1,2,2,3,2,1,3,5,7,131,7,66,2
27,0,1,2,2,3,2,1,3,6,7,139,3,65,1
27,0,1,2,2,3,2,1,3,6,7,139,7,74,2
27,0,1,2,2,3,2,1,3,7,7,140,3,68,1
27,0,1,2,2,3,2,1,3,7,7,140,7,72,2
27,0,1,2,2,3,2,1,3,8,7,132,3,63,1
27,0,1,2,2,3,2,1,3,8,7,132,7,69,2
27,0,1,2,2,3,2,1,3,9,7,137,3,69,1
27,0,1,2,2,3,2,1,3,9,7,137,7,68,2
27,0,1,2,2,3,2,1,3,10,7,136,3,69,1
27,0,1,2,2,3,2,1,3,10,7,136,7,67,2
27,0,1,2,2,3,2,1,3,11,7,130,3,62,1
27,0,1,2,2,3,2,1,3,11,7,130,7,68,2
27,0,1,2,2,3,2,1,3,12,7,143,3,72,1
27,0,1,2,2,3,2,1,3,12,7,143,7,71,2
27,0,1,2,2,3,2,1,3,13,7,132,3,66,1
27,0,1,2,2,3,2,1,3,13,7,132,7,66,2
27,0,1,2,2,3,2,1,3,14,7,140,3,70,1
27,0,1,2,2,3,2,1,3,14,7,140,7,70,2
27,0,1,2,2,3,2,1,3,15,7,134,3,68,1
27,0,1,2,2,3,2,1,3,15,7,134,7,66,2
27,0,1,2,2,3,3,0,6,1,12,103,4,58,1
27,0,1,2,2,3,3,0,6,1,12,103,12,45,2
27,0,1,2,2,3,3,0,6,2,12,109,4,67,1
27,0,1,2,2,3,3,0,6,2,12,109,12,42,2
27,0,1,2,2,3,3,0,6,3,12,102,4,58,1
27,0,1,2,2,3,3,0,6,3,12,102,12,44,2
27,0,1,2,2,3,3,0,6,4,12,110,4,66,1
27,0,1,2,2,3,3,0,6,4,12,110,12,44,2
27,0,1,2,2,3,3,0,6,5,12,109,4,65,1
27,0,1,2,2,3,3,0,6,5,12,109,12,44,2
27,0,1,2,2,3,3,0,6,6,12,103,4,62,1
27,0,1,2,2,3,3,0,6,6,12,103,12,41,2
27,0,1,2,2,3,3,0,6,7,12,107,4,62,1
27,0,1,2,2,3,3,0,6,7,12,107,12,45,2
27,0,1,2,2,3,3,0,6,8,12,102,4,59,1
27,0,1,2,2,3,3,0,6,8,12,102,12,43,2
27,0,1,2,2,3,3,0,6,9,12,107,4,61,1
27,0,1,2,2,3,3,0,6,9,12,107,12,46,2
27,0,1,2,2,3,3,0,6,10,12,108,4,63,1
27,0,1,2,2,3,3,0,6,10,12,108,12,45,2
27,0,1,2,2,3,3,0,6,11,12,108,4,63,1
27,0,1,2,2,3,3,0,6,11,12,108,12,45,2
27,0,1,2,2,3,3,0,6,12,12,108,4,62,1
27,0,1,2,2,3,3,0,6,12,12,108,12,46,2
27,0,1,2,2,3,3,0,6,13,12,104,4,62,1
27,0,1,2,2,3,3,0,6,13,12,104,12,42,2
27,0,1,2,2,3,3,0,6,14,12,107,4,63,1
27,0,1,2,2,3,3,0,6,14,12,107,12,44,2
27,0,1,2,2,3,3,0,6,15,12,107,4,64,1
27,0,1,2,2,3,3,0,6,15,12,107,12,43,2
27,0,1,2,2,3,3,1,2,1,6,109,2,50,1
27,0,1,2,2,3,3,1,2,1,6,109,6,59,2
27,0,1,2,2,3,3,1,2,2,6,113,2,55,1
27,0,1,2,2,3,3,1,2,2,6,113,6,58,2
27,0,1,2,2,3,3,1,2,3,6,114,2,54,1
27,0,1,2,2,3,3,1,2,3,6,114,6,60,2
27,0,1,2,2,3,3,1,2,4,6,116,2,54,1
27,0,1,2,2,3,3,1,2,4,6,116,6,62,2
27,0,1,2,2,3,3,1,2,5,6,113,2,56,1
27,0,1,2,2,3,3,1,2,5,6,113,6,57,2
27,0,1,2,2,3,3,1,2,6,6,113,2,55,1
27,0,1,2,2,3,3,1,2,6,6,113,6,58,2
27,0,1,2,2,3,3,1,2,7,6,107,2,50,1
27,0,1,2,2,3,3,1,2,7,6,107,6,57,2
27,0,1,2,2,3,3,1,2,8,6,111,2,51,1
27,0,1,2,2,3,3,1,2,8,6,111,6,60,2
27,0,1,2,2,3,3,1,2,9,6,111,2,54,1
27,0,1,2,2,3,3,1,2,9,6,111,6,57,2
27,0,1,2,2,3,3,1,2,10,6,108,2,53,1
27,0,1,2,2,3,3,1,2,10,6,108,6,55,2
27,0,1,2,2,3,3,1,2,11,6,117,2,55,1
27,0,1,2,2,3,3,1,2,11,6,117,6,62,2
27,0,1,2,2,3,3,1,2,12,6,112,2,54,1
27,0,1,2,2,3,3,1,2,12,6,112,6,58,2
27,0,1,2,2,3,3,1,2,13,6,108,2,50,1
27,0,1,2,2,3,3,1,2,13,6,108,6,58,2
27,0,1,2,2,3,3,1,2,14,6,110,2,54,1
27,0,1,2,2,3,3,1,2,14,6,110,6,56,2
27,0,1,2,2,3,3,1,2,15,6,107,2,51,1
27,0,1,2,2,3,3,1,2,15,6,107,6,56,2
27,0,1,2,2,3,4,0,2,1,7,77,2,58,1
27,0,1,2,2,3,4,0,2,1,7,77,7,19,2
27,0,1,2,2,3,4,0,2,2,7,76,2,55,1
27,0,1,2,2,3,4,0,2,2,7,76,7,21,2
27,0,1,2,2,3,4,0,2,3,7,76,2,56,1
27,0,1,2,2,3,4,0,2,3,7,76,7,20,2
27,0,1,2,2,3,4,0,2,4,7,74,2,55,1
27,0,1,2,2,3,4,0,2,4,7,74,7,19,2
27,0,1,2,2,3,4,0,2,5,7,75,2,56,1
27,0,1,2,2,3,4,0,2,5,7,75,7,19,2
27,0,1,2,2,3,4,0,2,6,7,80,2,57,1
27,0,1,2,2,3,4,0,2,6,7,80,7,23,2
27,0,1,2,2,3,4,0,2,7,7,76,2,56,1
27,0,1,2,2,3,4,0,2,7,7,76,7,20,2
27,0,1,2,2,3,4,0,2,8,7,70,2,55,1
27,0,1,2,2,3,4,0,2,8,7,70,7,15,2
27,0,1,2,2,3,4,0,2,9,7,79,2,57,1
27,0,1,2,2,3,4,0,2,9,7,79,7,22,2
27,0,1,2,2,3,4,0,2,10,7,76,2,57,1
27,0,1,2,2,3,4,0,2,10,7,76,7,19,2
27,0,1,2,2,3,4,0,2,11,7,80,2,61,1
27,0,1,2,2,3,4,0,2,11,7,80,7,19,2
27,0,1,2,2,3,4,0,2,12,7,80,2,57,1
27,0,1,2,2,3,4,0,2,12,7,80,7,23,2
27,0,1,2,2,3,4,0,2,13,7,81,2,59,1
27,0,1,2,2,3,4,0,2,13,7,81,7,22,2
27,0,1,2,2,3,4,0,2,14,7,76,2,56,1
27,0,1,2,2,3,4,0,2,14,7,76,7,20,2
27,0,1,2,2,3,4,0,2,15,7,76,2,55,1
27,0,1,2,2,3,4,0,2,15,7,76,7,21,2
27,0,1,2,2,3,4,1,8,1,9,83,2,45,1
27,0,1,2,2,3,4,1,8,1,9,83,9,38,2
27,0,1,2,2,3,4,1,8,2,9,91,2,48,1
27,0,1,2,2,3,4,1,8,2,9,91,9,43,2
27,0,1,2,2,3,4,1,8,3,9,83,2,46,1
27,0,1,2,2,3,4,1,8,3,9,83,9,37,2
27,0,1,2,2,3,4,1,8,4,9,86,2,48,1
27,0,1,2,2,3,4,1,8,4,9,86,9,38,2
27,0,1,2,2,3,4,1,8,5,9,86,2,47,1
27,0,1,2,2,3,4,1,8,5,9,86,9,39,2
27,0,1,2,2,3,4,1,8,6,9,91,2,49,1
27,0,1,2,2,3,4,1,8,6,9,91,9,42,2
27,0,1,2,2,3,4,1,8,7,9,85,2,44,1
27,0,1,2,2,3,4,1,8,7,9,85,9,41,2
27,0,1,2,2,3,4,1,8,8,9,86,2,48,1
27,0,1,2,2,3,4,1,8,8,9,86,9,38,2
27,0,1,2,2,3,4,1,8,9,9,90,2,48,1
27,0,1,2,2,3,4,1,8,9,9,90,9,42,2
27,0,1,2,2,3,4,1,8,10,9,86,2,47,1
27,0,1,2,2,3,4,1,8,10,9,86,9,39,2
27,0,1,2,2,3,4,1,8,11,9,89,2,47,1
27,0,1,2,2,3,4,1,8,11,9,89,9,42,2
27,0,1,2,2,3,4,1,8,12,9,82,2,44,1
27,0,1,2,2,3,4,1,8,12,9,82,9,38,2
27,0,1,2,2,3,4,1,8,13,9,85,2,46,1
27,0,1,2,2,3,4,1,8,13,9,85,9,39,2
27,0,1,2,2,3,4,1,8,14,9,82,2,46,1
27,0,1,2,2,3,4,1,8,14,9,82,9,36,2
27,0,1,2,2,3,4,1,8,15,9,91,2,50,1
27,0,1,2,2,3,4,1,8,15,9,91,9,41,2
27,0,1,2,2,4,2,0,9,1,11,130,2,76,1
27,0,1,2,2,4,2,0,9,1,11,130,5,32,2
27,0,1,2,2,4,2,0,9,1,11,130,11,22,3
27,0,1,2,2,4,2,0,9,2,11,131,2,74,1
27,0,1,2,2,4,2,0,9,2,11,131,5,35,2
27,0,1,2,2,4,2,0,9,2,11,131,11,22,3
27,0,1,2,2,4,2,0,9,3,11,126,2,73,1
27,0,1,2,2,4,2,0,9,3,11,126,5,31,2
27,0,1,2,2,4,2,0,9,3,11,126,11,22,3
27,0,1,2,2,4,2,0,9,4,11,129,2,77,1
27,0,1,2,2,4,2,0,9,4,11,129,5,29,2
27,0,1,2,2,4,2,0,9,4,11,129,11,23,3
27,0,1,2,2,4,2,0,9,5,11,135,2,76,1
27,0,1,2,2,4,2,0,9,5,11,135,5,33,2
27,0,1,2,2,4,2,0,9,5,11,135,11,26,3
27,0,1,2,2,4,2,0,9,6,11,133,2,77,1
27,0,1,2,2,4,2,0,9,6,11,133,5,32,2
27,0,1,2,2,4,2,0,9,6,11,133,11,24,3
27,0,1,2,2,4,2,0,9,7,11,132,2,75,1
27,0,1,2,2,4,2,0,9,7,11,132,5,30,2
27,0,1,2,2,4,2,0,9,7,11,132,11,27,3
27,0,1,2,2,4,2,0,9,8,11,132,2,77,1
27,0,1,2,2,4,2,0,9,8,11,132,5,30,2
27,0,1,2,2,4,2,0,9,8,11,132,11,25,3
27,0,1,2,2,4,2,0,9,9,11,125,2,73,1
27,0,1,2,2,4,2,0,9,9,11,125,5,29,2
27,0,1,2,2,4,2,0,9,9,11,125,11,23,3
27,0,1,2,2,4,2,0,9,10,11,131,2,77,1
27,0,1,2,2,4,2,0,9,10,11,131,5,31,2
27,0,1,2,2,4,2,0,9,10,11,131,11,23,3
27,0,1,2,2,4,2,0,9,11,11,132,2,73,1
27,0,1,2,2,4,2,0,9,11,11,132,5,33,2
27,0,1,2,2,4,2,0,9,11,11,132,11,26,3
27,0,1,2,2,4,2,0,9,12,11,133,2,76,1
27,0,1,2,2,4,2,0,9,12,11,133,5,31,2
27,0,1,2,2,4,2,0,9,12,11,133,11,26,3
27,0,1,2,2,4,2,0,9,13,11,133,2,75,1
27,0,1,2,2,4,2,0,9,13,11,133,5,35,2
27,0,1,2,2,4,2,0,9,13,11,133,11,23,3
27,0,1,2,2,4,2,0,9,14,11,127,2,75,1
27,0,1,2,2,4,2,0,9,14,11,127,5,30,2
27,0,1,2,2,4,2,0,9,14,11,127,11,22,3
27,0,1,2,2,4,2,0,9,15,11,133,2,76,1
27,0,1,2,2,4,2,0,9,15,11,133,5,33,2
27,0,1,2,2,4,2,0,9,15,11,133,11,24,3
27,0,1,2,2,4,2,1,4,1,14,123,3,55,1
27,0,1,2,2,4,2,1,4,1,14,123,7,41,2
27,0,1,2,2,4,2,1,4,1,14,123,14,27,3
27,0,1,2,2,4,2,1,4,2,14,127,3,58,1
27,0,1,2,2,4,2,1,4,2,14,127,7,43,2
27,0,1,2,2,4,2,1,4,2,14,127,14,26,3
27,0,1,2,2,4,2,1,4,3,14,122,3,57,1
27,0,1,2,2,4,2,1,4,3,14,122,7,40,2
27,0,1,2,2,4,2,1,4,3,14,122,14,25,3
27,0,1,2,2,4,2,1,4,4,14,120,3,56,1
27,0,1,2,2,4,2,1,4,4,14,120,7,39,2
27,0,1,2,2,4,2,1,4,4,14,120,14,25,3
27,0,1,2,2,4,2,1,4,5,14,120,3,55,1
27,0,1,2,2,4,2,1,4,5,14,120,7,40,2
27,0,1,2,2,4,2,1,4,5,14,120,14,25,3
27,0,1,2,2,4,2,1,4,6,14,122,3,58,1
27,0,1,2,2,4,2,1,4,6,14,122,7,42,2
27,0,1,2,2,4,2,1,4,6,14,122,14,22,3
27,0,1,2,2,4,2,1,4,7,14,123,3,56,1
27,0,1,2,2,4,2,1,4,7,14,123,7,42,2
27,0,1,2,2,4,2,1,4,7,14,123,14,25,3
27,0,1,2,2,4,2,1,4,8,14,117,3,54,1
27,0,1,2,2,4,2,1,4,8,14,117,7,38,2
27,0,1,2,2,4,2,1,4,8,14,117,14,25,3
27,0,1,2,2,4,2,1,4,9,14,119,3,53,1
27,0,1,2,2,4,2,1,4,9,14,119,7,41,2
27,0,1,2,2,4,2,1,4,9,14,119,14,25,3
27,0,1,2,2,4,2,1,4,10,14,126,3,57,1
27,0,1,2,2,4,2,1,4,10,14,126,7,45,2
27,0,1,2,2,4,2,1,4,10,14,126,14,24,3
27,0,1,2,2,4,2,1,4,11,14,127,3,56,1
27,0,1,2,2,4,2,1,4,11,14,127,7,43,2
27,0,1,2,2,4,2,1,4,11,14,127,14,28,3
27,0,1,2,2,4,2,1,4,12,14,126,3,58,1
27,0,1,2,2,4,2,1,4,12,14,126,7,41,2
27,0,1,2,2,4,2,1,4,12,14,126,14,27,3
27,0,1,2,2,4,2,1,4,13,14,125,3,58,1
27,0,1,2,2,4,2,1,4,13,14,125,7,41,2
27,0,1,2,2,4,2,1,4,13,14,125,14,26,3
27,0,1,2,2,4,2,1,4,14,14,119,3,54,1
27,0,1,2,2,4,2,1,4,14,14,119,7,41,2
27,0,1,2,2,4,2,1,4,14,14,119,14,24,3
27,0,1,2,2,4,2,1,4,15,14,122,3,54,1
27,0,1,2,2,4,2,1,4,15,14,122,7,43,2
27,0,1,2,2,4,2,1,4,15,14,122,14,25,3
27,0,1,2,2,4,3,0,5,1,23,140,3,42,1
27,0,1,2,2,4,3,0,5,1,23,140,8,61,2
27,0,1,2,2,4,3,0,5,1,23,140,23,37,3
27,0,1,2,2,4,3,0,5,2,23,135,3,46,1
27,0,1,2,2,4,3,0,5,2,23,135,8,60,2
27,0,1,2,2,4,3,0,5,2,23,135,23,29,3
27,0,1,2,2,4,3,0,5,3,23,142,3,47,1
27,0,1,2,2,4,3,0,5,3,23,142,8,62,2
27,0,1,2,2,4,3,0,5,3,23,142,23,33,3
27,0,1,2,2,4,3,0,5,4,23,135,3,45,1
27,0,1,2,2,4,3,0,5,4,23,135,8,59,2
27,0,1,2,2,4,3,0,5,4,23,135,23,31,3
27,0,1,2,2,4,3,0,5,5,23,140,3,48,1
27,0,1,2,2,4,3,0,5,5,23,140,8,59,2
27,0,1,2,2,4,3,0,5,5,23,140,23,33,3
27,0,1,2,2,4,3,0,5,6,23,137,3,46,1
27,0,1,2,2,4,3,0,5,6,23,137,8,60,2
27,0,1,2,2,4,3,0,5,6,23,137,23,31,3
27,0,1,2,2,4,3,0,5,7,23,130,3,43,1
27,0,1,2,2,4,3,0,5,7,23,130,8,57,2
27,0,1,2,2,4,3,0,5,7,23,130,23,30,3
27,0,1,2,2,4,3,0,5,8,23,136,3,44,1
27,0,1,2,2,4,3,0,5,8,23,136,8,62,2
27,0,1,2,2,4,3,0,5,8,23,136,23,30,3
27,0,1,2,2,4,3,0,5,9,23,140,3,47,1
27,0,1,2,2,4,3,0,5,9,23,140,8,61,2
27,0,1,2,2,4,3,0,5,9,23,140,23,32,3
27,0,1,2,2,4,3,0,5,10,23,138,3,45,1
27,0,1,2,2,4,3,0,5,10,23,138,8,57,2
27,0,1,2,2,4,3,0,5,10,23,138,23,36,3
27,0,1,2,2,4,3,0,5,11,23,129,3,45,1
27,0,1,2,2,4,3,0,5,11,23,129,8,53,2
27,0,1,2,2,4,3,0,5,11,23,129,23,31,3
27,0,1,2,2,4,3,0,5,12,23,135,3,45,1
27,0,1,2,2,4,3,0,5,12,23,135,8,58,2
27,0,1,2,2,4,3,0,5,12,23,135,23,32,3
27,0,1,2,2,4,3,0,5,13,23,134,3,44,1
27,0,1,2,2,4,3,0,5,13,23,134,8,59,2
27,0,1,2,2,4,3,0,5,13,23,134,23,31,3
27,0,1,2,2,4,3,0,5,14,23,137,3,48,1
27,0,1,2,2,4,3,0,5,14,23,137,8,57,2
27,0,1,2,2,4,3,0,5,14,23,137,23,32,3
27,0,1,2,2,4,3,0,5,15,23,135,3,46,1
27,0,1,2,2,4,3,0,5,15,23,135,8,57,2
27,0,1,2,2,4,3,0,5,15,23,135,23,32,3
27,0,1,2,2,4,3,1,7,1,14,133,2,55,1
27,0,1,2,2,4,3,1,7,1,14,133,5,48,2
27,0,1,2,2,4,3,1,7,1,14,133,14,30,3
27,0,1,2,2,4,3,1,7,2,14,131,2,53,1
27,0,1,2,2,4,3,1,7,2,14,131,5,47,2
27,0,1,2,2,4,3,1,7,2,14,131,14,31,3
27,0,1,2,2,4,3,1,7,3,14,127,2,53,1
27,0,1,2,2,4,3,1,7,3,14,127,5,45,2
27,0,1,2,2,4,3,1,7,3,14,127,14,29,3
27,0,1,2,2,4,3,1,7,4,14,135,2,55,1
27,0,1,2,2,4,3,1,7,4,14,135,5,47,2
27,0,1,2,2,4,3,1,7,4,14,135,14,33,3
27,0,1,2,2,4,3,1,7,5,14,127,2,53,1
27,0,1,2,2,4,3,1,7,5,14,127,5,43,2
27,0,1,2,2,4,3,1,7,5,14,127,14,31,3
27,0,1,2,2,4,3,1,7,6,14,136,2,52,1
27,0,1,2,2,4,3,1,7,6,14,136,5,50,2
27,0,1,2,2,4,3,1,7,6,14,136,14,34,3
27,0,1,2,2,4,3,1,7,7,14,124,2,51,1
27,0,1,2,2,4,3,1,7,7,14,124,5,44,2
27,0,1,2,2,4,3,1,7,7,14,124,14,29,3
27,0,1,2,2,4,3,1,7,8,14,133,2,52,1
27,0,1,2,2,4,3,1,7,8,14,133,5,47,2
27,0,1,2,2,4,3,1,7,8,14,133,14,34,3
27,0,1,2,2,4,3,1,7,9,14,130,2,55,1
27,0,1,2,2,4,3,1,7,9,14,130,5,47,2
27,0,1,2,2,4,3,1,7,9,14,130,14,28,3
27,0,1,2,2,4,3,1,7,10,14,128,2,59,1
27,0,1,2,2,4,3,1,7,10,14,128,5,43,2
27,0,1,2,2,4,3,1,7,10,14,128,14,26,3
27,0,1,2,2,4,3,1,7,11,14,131,2,53,1
27,0,1,2,2,4,3,1,7,11,14,131,5,45,2
27,0,1,2,2,4,3,1,7,11,14,131,14,33,3
27,0,1,2,2,4,3,1,7,12,14,130,2,51,1
27,0,1,2,2,4,3,1,7,12,14,130,5,45,2
27,0,1,2,2,4,3,1,7,12,14,130,14,34,3
27,0,1,2,2,4,3,1,7,13,14,134,2,53,1
27,0,1,2,2,4,3,1,7,13,14,134,5,46,2
27,0,1,2,2,4,3,1,7,13,14,134,14,35,3
27,0,1,2,2,4,3,1,7,14,14,133,2,55,1
27,0,1,2,2,4,3,1,7,14,14,133,5,47,2
27,0,1,2,2,4,3,1,7,14,14,133,14,31,3
27,0,1,2,2,4,3,1,7,15,14,129,2,52,1
27,0,1,2,2,4,3,1,7,15,14,129,5,46,2
27,0,1,2,2,4,3,1,7,15,14,129,14,31,3
27,0,1,2,2,4,4,0,5,1,72,133,5,48,1
27,0,1,2,2,4,4,0,5,1,72,133,18,56,2
27,0,1,2,2,4,4,0,5,1,72,133,72,29,3
27,0,1,2,2,4,4,0,5,2,72,137,5,50,1
27,0,1,2,2,4,4,0,5,2,72,137,18,59,2
27,0,1,2,2,4,4,0,5,2,72,137,72,28,3
27,0,1,2,2,4,4,0,5,3,72,135,5,47,1
27,0,1,2,2,4,4,0,5,3,72,135,18,60,2
27,0,1,2,2,4,4,0,5,3,72,135,72,28,3
27,0,1,2,2,4,4,0,5,4,72,135,5,47,1
27,0,1,2,2,4,4,0,5,4,72,135,18,59,2
27,0,1,2,2,4,4,0,5,4,72,135,72,29,3
27,0,1,2,2,4,4,0,5,5,72,132,5,48,1
27,0,1,2,2,4,4,0,5,5,72,132,18,55,2
27,0,1,2,2,4,4,0,5,5,72,132,72,29,3
27,0,1,2,2,4,4,0,5,6,72,137,5,49,1
27,0,1,2,2,4,4,0,5,6,72,137,18,57,2
27,0,1,2,2,4,4,0,5,6,72,137,72,31,3
27,0,1,2,2,4,4,0,5,7,72,128,5,48,1
27,0,1,2,2,4,4,0,5,7,72,128,18,52,2
27,0,1,2,2,4,4,0,5,7,72,128,72,28,3
27,0,1,2,2,4,4,0,5,8,72,135,5,48,1
27,0,1,2,2,4,4,0,5,8,72,135,18,57,2
27,0,1,2,2,4,4,0,5,8,72,135,72,30,3
27,0,1,2,2,4,4,0,5,9,72,136,5,51,1
27,0,1,2,2,4,4,0,5,9,72,136,18,56,2
27,0,1,2,2,4,4,0,5,9,72,136,72,29,3
27,0,1,2,2,4,4,0,5,10,72,136,5,50,1
27,0,1,2,2,4,4,0,5,10,72,136,18,56,2
27,0,1,2,2,4,4,0,5,10,72,136,72,30,3
27,0,1,2,2,4,4,0,5,11,72,137,5,50,1
27,0,1,2,2,4,4,0,5,11,72,137,18,57,2
27,0,1,2,2,4,4,0,5,11,72,137,72,30,3
27,0,1,2,2,4,4,0,5,12,72,140,5,54,1
27,0,1,2,2,4,4,0,5,12,72,140,18,57,2
27,0,1,2,2,4,4,0,5,12,72,140,72,29,3
27,0,1,2,2,4,4,0,5,13,72,138,5,51,1
27,0,1,2,2,4,4,0,5,13,72,138,18,57,2
27,0,1,2,2,4,4,0,5,13,72,138,72,30,3
27,0,1,2,2,4,4,0,5,14,72,138,5,49,1
27,0,1,2,2,4,4,0,5,14,72,138,18,59,2
27,0,1,2,2,4,4,0,5,14,72,138,72,30,3
27,0,1,2,2,4,4,0,5,15,72,137,5,48,1
27,0,1,2,2,4,4,0,5,15,72,137,18,59,2
27,0,1,2,2,4,4,0,5,15,72,137,72,30,3
27,0,1,2,2,4,4,1,4,1,76,161,5,49,1
27,0,1,2,2,4,4,1,4,1,76,161,19,55,2
27,0,1,2,2,4,4,1,4,1,76,161,76,57,3
27,0,1,2,2,4,4,1,4,2,76,165,5,46,1
27,0,1,2,2,4,4,1,4,2,76,165,19,58,2
27,0,1,2,2,4,4,1,4,2,76,165,76,61,3
27,0,1,2,2,4,4,1,4,3,76,165,5,50,1
27,0,1,2,2,4,4,1,4,3,76,165,19,54,2
27,0,1,2,2,4,4,1,4,3,76,165,76,61,3
27,0,1,2,2,4,4,1,4,4,76,162,5,47,1
27,0,1,2,2,4,4,1,4,4,76,162,19,59,2
27,0,1,2,2,4,4,1,4,4,76,162,76,56,3
27,0,1,2,2,4,4,1,4,5,76,169,5,49,1
27,0,1,2,2,4,4,1,4,5,76,169,19,61,2
27,0,1,2,2,4,4,1,4,5,76,169,76,59,3
27,0,1,2,2,4,4,1,4,6,76,165,5,51,1
27,0,1,2,2,4,4,1,4,6,76,165,19,56,2
27,0,1,2,2,4,4,1,4,6,76,165,76,58,3
27,0,1,2,2,4,4,1,4,7,76,162,5,46,1
27,0,1,2,2,4,4,1,4,7,76,162,19,57,2
27,0,1,2,2,4,4,1,4,7,76,162,76,59,3
27,0,1,2,2,4,4,1,4,8,76,165,5,48,1
27,0,1,2,2,4,4,1,4,8,76,165,19,55,2
27,0,1,2,2,4,4,1,4,8,76,165,76,62,3
27,0,1,2,2,4,4,1,4,9,76,170,5,49,1
27,0,1,2,2,4,4,1,4,9,76,170,19,60,2
27,0,1,2,2,4,4,1,4,9,76,170,76,61,3
27,0,1,2,2,4,4,1,4,10,76,165,5,46,1
27,0,1,2,2,4,4,1,4,10,76,165,19,59,2
27,0,1,2,2,4,4,1,4,10,76,165,76,60,3
