"subjID","H","B","A","v","walk_no","path_leaf","reward","node","node_reward","step_no"
32,4,2,0,4,11,8,161,8,78,3
32,4,2,0,4,12,8,156,2,33,1
32,4,2,0,4,12,8,156,4,46,2
32,4,2,0,4,12,8,156,8,77,3
32,4,2,0,4,13,8,155,2,34,1
32,4,2,0,4,13,8,155,4,43,2
32,4,2,0,4,13,8,155,8,78,3
32,4,2,0,4,14,14,151,3,49,1
32,4,2,0,4,14,14,151,7,61,2
32,4,2,0,4,14,14,151,14,41,3
32,4,2,0,4,15,8,164,2,34,1
32,4,2,0,4,15,8,164,4,52,2
32,4,2,0,4,15,8,164,8,78,3
32,4,3,0,8,1,19,131,2,39,1
32,4,3,0,8,1,19,131,6,62,2
32,4,3,0,8,1,19,131,19,30,3
32,4,3,0,8,2,25,186,3,72,1
32,4,3,0,8,2,25,186,8,28,2
32,4,3,0,8,2,25,186,25,86,3
32,4,3,0,8,3,32,195,4,41,1
32,4,3,0,8,3,32,195,11,62,2
32,4,3,0,8,3,32,195,32,92,3
32,4,3,0,8,4,32,195,4,44,1
32,4,3,0,8,4,32,195,11,63,2
32,4,3,0,8,4,32,195,32,88,3
32,4,3,0,8,5,32,203,4,47,1
32,4,3,0,8,5,32,203,11,63,2
32,4,3,0,8,5,32,203,32,93,3
32,4,3,0,8,6,32,196,4,41,1
32,4,3,0,8,6,32,196,11,66,2
32,4,3,0,8,6,32,196,32,89,3
32,4,3,0,8,7,32,201,4,45,1
32,4,3,0,8,7,32,201,11,64,2
32,4,3,0,8,7,32,201,32,92,3
32,4,3,0,8,8,32,194,4,39,1
32,4,3,0,8,8,32,194,11,65,2
32,4,3,0,8,8,32,194,32,90,3
32,4,3,0,8,9,33,196,4,46,1
32,4,3,0,8,9,33,196,11,65,2
32,4,3,0,8,9,33,196,33,85,3
32,4,3,0,8,10,32,187,4,38,1
32,4,3,0,8,10,32,187,11,58,2
32,4,3,0,8,10,32,187,32,91,3
32,4,3,0,8,11,32,191,4,41,1
32,4,3,0,8,11,32,191,11,59,2
32,4,3,0,8,11,32,191,32,91,3
32,4,3,0,8,12,33,197,4,43,1
32,4,3,0,8,12,33,197,11,64,2
32,4,3,0,8,12,33,197,33,90,3
32,4,3,0,8,13,31,147,3,75,1
32,4,3,0,8,13,31,147,10,19,2
32,4,3,0,8,13,31,147,31,53,3
32,4,3,0,8,14,32,198,4,42,1
32,4,3,0,8,14,32,198,11,64,2
32,4,3,0,8,14,32,198,32,92,3
32,4,3,0,8,15,33,189,4,41,1
32,4,3,0,8,15,33,189,11,60,2
32,4,3,0,8,15,33,189,33,88,3
32,4,4,0,9,1,33,179,2,56,1
32,4,4,0,9,1,33,179,8,43,2
32,4,4,0,9,1,33,179,33,80,3
32,4,4,0,9,2,24,139,2,55,1
32,4,4,0,9,2,24,139,6,49,2
32,4,4,0,9,2,24,139,24,35,3
32,4,4,0,9,3,83,177,5,54,1
32,4,4,0,9,3,83,177,21,32,2
32,4,4,0,9,3,83,177,83,91,3
32,4,4,0,9,4,33,180,2,54,1
32,4,4,0,9,4,33,180,8,46,2
32,4,4,0,9,4,33,180,33,80,3
32,4,4,0,9,5,83,181,5,54,1
32,4,4,0,9,5,83,181,21,34,2
32,4,4,0,9,5,83,181,83,93,3
32,4,4,0,9,6,61,179,4,50,1
32,4,4,0,9,6,61,179,15,51,2
32,4,4,0,9,6,61,179,61,78,3
32,4,4,0,9,7,60,133,4,51,1
32,4,4,0,9,7,60,133,15,54,2
32,4,4,0,9,7,60,133,60,28,3
32,4,4,0,9,8,62,153,4,49,1
32,4,4,0,9,8,62,153,16,64,2
32,4,4,0,9,8,62,153,62,40,3
32,4,4,0,9,9,29,158,2,58,1
32,4,4,0,9,9,29,158,7,69,2
32,4,4,0,9,9,29,158,29,31,3
32,4,4,0,9,10,61,175,4,48,1
32,4,4,0,9,10,61,175,15,48,2
32,4,4,0,9,10,61,175,61,79,3
32,4,4,0,9,11,27,158,2,56,1
32,4,4,0,9,11,27,158,7,68,2
32,4,4,0,9,11,27,158,27,34,3
32,4,4,0,9,12,28,175,2,57,1
32,4,4,0,9,12,28,175,7,68,2
32,4,4,0,9,12,28,175,28,50,3
32,4,4,0,9,13,75,159,5,56,1
32,4,4,0,9,13,75,159,19,64,2
32,4,4,0,9,13,75,159,75,39,3
32,4,4,0,9,14,69,182,4,51,1
32,4,4,0,9,14,69,182,17,49,2
32,4,4,0,9,14,69,182,69,82,3
32,4,4,0,9,15,38,135,3,51,1
32,4,4,0,9,15,38,135,10,69,2
32,4,4,0,9,15,38,135,38,15,3
33,2,2,0,3,1,3,64,3,64,1
33,2,2,0,3,2,2,55,2,55,1
33,2,2,0,3,3,3,63,3,63,1
33,2,2,0,3,4,3,59,3,59,1
33,2,2,0,3,5,3,60,3,60,1
33,2,2,0,3,6,3,61,3,61,1
33,2,2,0,3,7,3,62,3,62,1
33,2,2,0,3,8,3,65,3,65,1
33,2,2,0,3,9,3,62,3,62,1
33,2,2,0,3,10,3,60,3,60,1
33,2,2,0,3,11,3,66,3,66,1
33,2,2,0,3,12,3,61,3,61,1
33,2,2,0,3,13,3,63,3,63,1
33,2,2,0,3,14,3,60,3,60,1
33,2,2,0,3,15,2,59,2,59,1
33,2,3,0,2,1,3,50,3,50,1
33,2,3,0,2,2,4,51,4,51,1
33,2,3,0,2,3,2,46,2,46,1
33,2,3,0,2,4,3,54,3,54,1
33,2,3,0,2,5,2,48,2,48,1
33,2,3,0,2,6,4,53,4,53,1
33,2,3,0,2,7,4,52,4,52,1
33,2,3,0,2,8,3,52,3,52,1
33,2,3,0,2,9,2,48,2,48,1
33,2,3,0,2,10,4,53,4,53,1
33,2,3,0,2,11,3,52,3,52,1
33,2,3,0,2,12,3,53,3,53,1
33,2,3,0,2,13,3,56,3,56,1
33,2,3,0,2,14,2,53,2,53,1
33,2,3,0,2,15,4,52,4,52,1
33,2,4,0,2,1,4,43,4,43,1
33,2,4,0,2,2,2,35,2,35,1
33,2,4,0,2,3,5,35,5,35,1
33,2,4,0,2,4,3,42,3,42,1
33,2,4,0,2,5,4,46,4,46,1
33,2,4,0,2,6,2,36,2,36,1
33,2,4,0,2,7,3,42,3,42,1
33,2,4,0,2,8,3,43,3,43,1
33,2,4,0,2,9,4,47,4,47,1
33,2,4,0,2,10,4,43,4,43,1
33,2,4,0,2,11,5,37,5,37,1
33,2,4,0,2,12,3,42,3,42,1
33,2,4,0,2,13,4,47,4,47,1
33,2,4,0,2,14,4,43,4,43,1
33,2,4,0,2,15,3,46,3,46,1
33,3,2,0,6,1,5,63,2,42,1
33,3,2,0,6,1,5,63,5,21,2
33,3,2,0,6,2,7,73,3,49,1
33,3,2,0,6,2,7,73,7,24,2
33,3,2,0,6,3,6,66,3,53,1
33,3,2,0,6,3,6,66,6,13,2
33,3,2,0,6,4,4,53,2,47,1
33,3,2,0,6,4,4,53,4,6,2
33,3,2,0,6,5,7,73,3,47,1
33,3,2,0,6,5,7,73,7,26,2
33,3,2,0,6,6,7,67,3,46,1
33,3,2,0,6,6,7,67,7,21,2
33,3,2,0,6,7,7,72,3,49,1
33,3,2,0,6,7,7,72,7,23,2
33,3,2,0,6,8,5,63,2,42,1
33,3,2,0,6,8,5,63,5,21,2
33,3,2,0,6,9,7,68,3,46,1
33,3,2,0,6,9,7,68,7,22,2
33,3,2,0,6,10,5,69,2,43,1
33,3,2,0,6,10,5,69,5,26,2
33,3,2,0,6,11,6,60,3,48,1
33,3,2,0,6,11,6,60,6,12,2
33,3,2,0,6,12,7,76,3,51,1
33,3,2,0,6,12,7,76,7,25,2
33,3,2,0,6,13,7,75,3,48,1
33,3,2,0,6,13,7,75,7,27,2
33,3,2,0,6,14,7,73,3,47,1
33,3,2,0,6,14,7,73,7,26,2
33,3,2,0,6,15,5,67,2,44,1
33,3,2,0,6,15,5,67,5,23,2
33,3,3,0,3,1,9,96,3,38,1
33,3,3,0,3,1,9,96,9,58,2
33,3,3,0,3,2,11,106,4,59,1
33,3,3,0,3,2,11,106,11,47,2
33,3,3,0,3,3,7,87,2,57,1
33,3,3,0,3,3,7,87,7,30,2
33,3,3,0,3,4,12,112,4,62,1
33,3,3,0,3,4,12,112,12,50,2
33,3,3,0,3,5,6,123,2,60,1
33,3,3,0,3,5,6,123,6,63,2
33,3,3,0,3,6,5,114,2,58,1
33,3,3,0,3,6,5,114,5,56,2
33,3,3,0,3,7,12,105,4,59,1
33,3,3,0,3,7,12,105,12,46,2
33,3,3,0,3,8,13,108,4,59,1
33,3,3,0,3,8,13,108,13,49,2
33,3,3,0,3,9,13,110,4,62,1
33,3,3,0,3,9,13,110,13,48,2
33,3,3,0,3,10,6,126,2,60,1
33,3,3,0,3,10,6,126,6,66,2
33,3,3,0,3,11,6,123,2,61,1
33,3,3,0,3,11,6,123,6,62,2
33,3,3,0,3,12,6,126,2,61,1
33,3,3,0,3,12,6,126,6,65,2
33,3,3,0,3,13,6,121,2,59,1
33,3,3,0,3,13,6,121,6,62,2
33,3,3,0,3,14,5,115,2,56,1
33,3,3,0,3,14,5,115,5,59,2
33,3,3,0,3,15,6,123,2,60,1
33,3,3,0,3,15,6,123,6,63,2
33,3,4,0,7,1,20,118,5,46,1
33,3,4,0,7,1,20,118,20,72,2
33,3,4,0,7,2,17,81,4,50,1
33,3,4,0,7,2,17,81,17,31,2
33,3,4,0,7,3,6,85,2,58,1
33,3,4,0,7,3,6,85,6,27,2
33,3,4,0,7,4,13,95,3,45,1
33,3,4,0,7,4,13,95,13,50,2
33,3,4,0,7,5,7,93,2,64,1
33,3,4,0,7,5,7,93,7,29,2
33,3,4,0,7,6,14,88,4,49,1
33,3,4,0,7,6,14,88,14,39,2
33,3,4,0,7,7,8,102,2,59,1
33,3,4,0,7,7,8,102,8,43,2
33,3,4,0,7,8,9,80,2,58,1
33,3,4,0,7,8,9,80,9,22,2
33,3,4,0,7,9,20,119,5,44,1
33,3,4,0,7,9,20,119,20,75,2
33,3,4,0,7,10,20,117,5,45,1
33,3,4,0,7,10,20,117,20,72,2
33,3,4,0,7,11,20,119,5,41,1
33,3,4,0,7,11,20,119,20,78,2
33,3,4,0,7,12,16,86,4,49,1
33,3,4,0,7,12,16,86,16,37,2
33,3,4,0,7,13,20,118,5,45,1
33,3,4,0,7,13,20,118,20,73,2
33,3,4,0,7,14,20,120,5,46,1
33,3,4,0,7,14,20,120,20,74,2
33,3,4,0,7,15,20,118,5,44,1
33,3,4,0,7,15,20,118,20,74,2
33,4,2,0,3,1,9,174,2,48,1
33,4,2,0,3,1,9,174,4,33,2
33,4,2,0,3,1,9,174,9,93,3
33,4,2,0,3,2,12,146,3,38,1
33,4,2,0,3,2,12,146,6,58,2
33,4,2,0,3,2,12,146,12,50,3
33,4,2,0,3,3,14,164,3,41,1
33,4,2,0,3,3,14,164,7,38,2
33,4,2,0,3,3,14,164,14,85,3
33,4,2,0,3,4,9,165,2,45,1
33,4,2,0,3,4,9,165,4,28,2
33,4,2,0,3,4,9,165,9,92,3
33,4,2,0,3,5,11,160,2,45,1
33,4,2,0,3,5,11,160,5,51,2
33,4,2,0,3,5,11,160,11,64,3
33,4,2,0,3,6,9,170,2,43,1
33,4,2,0,3,6,9,170,4,33,2
33,4,2,0,3,6,9,170,9,94,3
33,4,2,0,3,7,9,167,2,44,1
33,4,2,0,3,7,9,167,4,30,2
33,4,2,0,3,7,9,167,9,93,3
33,4,2,0,3,8,9,165,2,45,1
33,4,2,0,3,8,9,165,4,27,2
33,4,2,0,3,8,9,165,9,93,3
33,4,2,0,3,9,14,162,3,37,1
33,4,2,0,3,9,14,162,7,41,2
33,4,2,0,3,9,14,162,14,84,3
33,4,2,0,3,10,14,161,3,41,1
33,4,2,0,3,10,14,161,7,34,2
33,4,2,0,3,10,14,161,14,86,3
33,4,2,0,3,11,9,167,2,47,1
33,4,2,0,3,11,9,167,4,30,2
33,4,2,0,3,11,9,167,9,90,3
33,4,2,0,3,12,9,166,2,45,1
33,4,2,0,3,12,9,166,4,29,2
33,4,2,0,3,12,9,166,9,92,3
33,4,2,0,3,13,9,167,2,44,1
33,4,2,0,3,13,9,167,4,30,2
33,4,2,0,3,13,9,167,9,93,3
33,4,2,0,3,14,9,169,2,47,1
33,4,2,0,3,14,9,169,4,31,2
33,4,2,0,3,14,9,169,9,91,3
33,4,2,0,3,15,9,175,2,49,1
33,4,2,0,3,15,9,175,4,32,2
33,4,2,0,3,15,9,175,9,94,3
33,4,3,0,9,1,18,101,2,50,1
33,4,3,0,9,1,18,101,6,38,2
33,4,3,0,9,1,18,101,18,13,3
33,4,3,0,9,2,22,164,2,52,1
33,4,3,0,9,2,22,164,7,38,2
33,4,3,0,9,2,22,164,22,74,3
33,4,3,0,9,3,23,122,3,36,1
33,4,3,0,9,3,23,122,8,45,2
33,4,3,0,9,3,23,122,23,41,3
33,4,3,0,9,4,33,136,4,57,1
33,4,3,0,9,4,33,136,11,72,2
33,4,3,0,9,4,33,136,33,7,3
33,4,3,0,9,5,32,133,4,52,1
33,4,3,0,9,5,32,133,11,73,2
33,4,3,0,9,5,32,133,32,8,3
33,4,3,0,9,6,39,140,4,54,1
33,4,3,0,9,6,39,140,13,43,2
33,4,3,0,9,6,39,140,39,43,3
33,4,3,0,9,7,37,163,4,50,1
33,4,3,0,9,7,37,163,12,55,2
33,4,3,0,9,7,37,163,37,58,3
33,4,3,0,9,8,34,131,4,52,1
33,4,3,0,9,8,34,131,11,74,2
33,4,3,0,9,8,34,131,34,5,3
33,4,3,0,9,9,15,157,2,48,1
33,4,3,0,9,9,15,157,5,45,2
33,4,3,0,9,9,15,157,15,64,3
33,4,3,0,9,10,36,163,4,54,1
33,4,3,0,9,10,36,163,12,55,2
33,4,3,0,9,10,36,163,36,54,3
33,4,3,0,9,11,26,116,3,34,1
33,4,3,0,9,11,26,116,9,54,2
33,4,3,0,9,11,26,116,26,28,3
33,4,3,0,9,12,14,130,2,50,1
33,4,3,0,9,12,14,130,5,44,2
33,4,3,0,9,12,14,130,14,36,3
33,4,3,0,9,13,30,164,3,34,1
33,4,3,0,9,13,30,164,10,41,2
33,4,3,0,9,13,30,164,30,89,3
33,4,3,0,9,14,30,168,3,33,1
33,4,3,0,9,14,30,168,10,47,2
33,4,3,0,9,14,30,168,30,88,3
33,4,3,0,9,15,30,164,3,33,1
33,4,3,0,9,15,30,164,10,44,2
33,4,3,0,9,15,30,164,30,87,3
33,4,4,0,0,1,65,149,4,56,1
33,4,4,0,0,1,65,149,16,49,2
33,4,4,0,0,1,65,149,65,44,3
33,4,4,0,0,2,81,133,5,44,1
33,4,4,0,0,2,81,133,20,56,2
33,4,4,0,0,2,81,133,81,33,3
33,4,4,0,0,3,35,143,2,40,1
33,4,4,0,0,3,35,143,9,43,2
33,4,4,0,0,3,35,143,35,60,3
33,4,4,0,0,4,49,134,3,73,1
33,4,4,0,0,4,49,134,12,45,2
33,4,4,0,0,4,49,134,49,16,3
33,4,4,0,0,5,45,144,3,75,1
33,4,4,0,0,5,45,144,11,61,2
33,4,4,0,0,5,45,144,45,8,3
33,4,4,0,0,6,60,118,4,54,1
33,4,4,0,0,6,60,118,15,43,2
33,4,4,0,0,6,60,118,60,21,3
33,4,4,0,0,7,43,156,3,72,1
33,4,4,0,0,7,43,156,11,59,2
33,4,4,0,0,7,43,156,43,25,3
33,4,4,0,0,8,50,144,3,76,1
33,4,4,0,0,8,50,144,13,60,2
33,4,4,0,0,8,50,144,50,8,3
33,4,4,0,0,9,53,143,3,69,1
33,4,4,0,0,9,53,143,13,65,2
33,4,4,0,0,9,53,143,53,9,3
33,4,4,0,0,10,38,137,3,73,1
33,4,4,0,0,10,38,137,10,30,2
33,4,4,0,0,10,38,137,38,34,3
33,4,4,0,0,11,52,177,3,76,1
33,4,4,0,0,11,52,177,13,60,2
33,4,4,0,0,11,52,177,52,41,3
33,4,4,0,0,12,80,129,5,44,1
33,4,4,0,0,12,80,129,20,61,2
33,4,4,0,0,12,80,129,80,24,3
33,4,4,0,0,13,54,152,4,57,1
33,4,4,0,0,13,54,152,14,23,2
33,4,4,0,0,13,54,152,54,72,3
33,4,4,0,0,14,67,124,4,54,1
33,4,4,0,0,14,67,124,17,52,2
33,4,4,0,0,14,67,124,67,18,3
33,4,4,0,0,15,28,131,2,34,1
33,4,4,0,0,15,28,131,7,36,2
33,4,4,0,0,15,28,131,28,61,3
34,2,2,0,6,1,3,66,3,66,1
34,2,2,0,6,2,3,65,3,65,1
34,2,2,0,6,3,3,67,3,67,1
34,2,2,0,6,4,3,65,3,65,1
34,2,2,0,6,5,3,64,3,64,1
34,2,2,0,6,6,3,64,3,64,1
34,2,2,0,6,7,3,66,3,66,1
34,2,2,0,6,8,3,65,3,65,1
34,2,2,0,6,9,3,67,3,67,1
34,2,2,0,6,10,3,68,3,68,1
34,2,2,0,6,11,3,64,3,64,1
34,2,2,0,6,12,3,65,3,65,1
34,2,2,0,6,13,3,63,3,63,1
34,2,2,0,6,14,3,68,3,68,1
34,2,2,0,6,15,3,64,3,64,1
34,2,3,0,5,1,4,49,4,49,1
34,2,3,0,5,2,4,50,4,50,1
34,2,3,0,5,3,3,51,3,51,1
34,2,3,0,5,4,3,49,3,49,1
34,2,3,0,5,5,3,53,3,53,1
34,2,3,0,5,6,2,36,2,36,1
34,2,3,0,5,7,4,51,4,51,1
34,2,3,0,5,8,4,50,4,50,1
34,2,3,0,5,9,3,52,3,52,1
34,2,3,0,5,10,3,52,3,52,1
34,2,3,0,5,11,4,48,4,48,1
34,2,3,0,5,12,4,50,4,50,1
34,2,3,0,5,13,4,53,4,53,1
34,2,3,0,5,14,4,54,4,54,1
34,2,3,0,5,15,3,51,3,51,1
34,2,4,0,1,1,4,37,4,37,1
34,2,4,0,1,2,3,45,3,45,1
34,2,4,0,1,3,2,40,2,40,1
34,2,4,0,1,4,5,31,5,31,1
34,2,4,0,1,5,5,28,5,28,1
34,2,4,0,1,6,4,39,4,39,1
34,2,4,0,1,7,2,37,2,37,1
34,2,4,0,1,8,4,39,4,39,1
34,2,4,0,1,9,3,45,3,45,1
34,2,4,0,1,10,3,48,3,48,1
34,2,4,0,1,11,4,37,4,37,1
34,2,4,0,1,12,3,48,3,48,1
34,2,4,0,1,13,2,40,2,40,1
34,2,4,0,1,14,2,37,2,37,1
34,2,4,0,1,15,3,47,3,47,1
34,3,2,0,1,1,5,72,2,57,1
34,3,2,0,1,1,5,72,5,15,2
34,3,2,0,1,2,7,80,3,49,1
34,3,2,0,1,2,7,80,7,31,2
34,3,2,0,1,3,4,67,2,59,1
34,3,2,0,1,3,4,67,4,8,2
34,3,2,0,1,4,6,84,3,50,1
34,3,2,0,1,4,6,84,6,34,2
34,3,2,0,1,5,6,80,3,48,1
34,3,2,0,1,5,6,80,6,32,2
34,3,2,0,1,6,7,78,3,50,1
34,3,2,0,1,6,7,78,7,28,2
34,3,2,0,1,7,7,84,3,51,1
34,3,2,0,1,7,7,84,7,33,2
34,3,2,0,1,8,7,83,3,47,1
34,3,2,0,1,8,7,83,7,36,2
34,3,2,0,1,9,7,83,3,50,1
34,3,2,0,1,9,7,83,7,33,2
34,3,2,0,1,10,6,82,3,48,1
34,3,2,0,1,10,6,82,6,34,2
34,3,2,0,1,11,5,76,2,59,1
34,3,2,0,1,11,5,76,5,17,2
34,3,2,0,1,12,7,75,3,44,1
34,3,2,0,1,12,7,75,7,31,2
34,3,2,0,1,13,7,83,3,49,1
34,3,2,0,1,13,7,83,7,34,2
34,3,2,0,1,14,6,82,3,49,1
34,3,2,0,1,14,6,82,6,33,2
34,3,2,0,1,15,7,80,3,48,1
34,3,2,0,1,15,7,80,7,32,2
34,3,3,0,9,1,5,108,2,57,1
34,3,3,0,9,1,5,108,5,51,2
34,3,3,0,9,2,7,69,2,55,1
34,3,3,0,9,2,7,69,7,14,2
34,3,3,0,9,3,8,109,3,53,1
34,3,3,0,9,3,8,109,8,56,2
34,3,3,0,9,4,8,106,3,49,1
34,3,3,0,9,4,8,106,8,57,2
34,3,3,0,9,5,8,115,3,52,1
34,3,3,0,9,5,8,115,8,63,2
34,3,3,0,9,6,8,111,3,50,1
34,3,3,0,9,6,8,111,8,61,2
34,3,3,0,9,7,8,102,3,44,1
34,3,3,0,9,7,8,102,8,58,2
34,3,3,0,9,8,5,106,2,57,1
34,3,3,0,9,8,5,106,5,49,2
34,3,3,0,9,9,8,104,3,49,1
34,3,3,0,9,9,8,104,8,55,2
34,3,3,0,9,10,5,102,2,55,1
34,3,3,0,9,10,5,102,5,47,2
34,3,3,0,9,11,8,106,3,53,1
34,3,3,0,9,11,8,106,8,53,2
34,3,3,0,9,12,8,108,3,51,1
34,3,3,0,9,12,8,108,8,57,2
34,3,3,0,9,13,8,106,3,49,1
34,3,3,0,9,13,8,106,8,57,2
34,3,3,0,9,14,12,66,4,42,1
34,3,3,0,9,14,12,66,12,24,2
34,3,3,0,9,15,8,113,3,50,1
34,3,3,0,9,15,8,113,8,63,2
34,3,4,0,9,1,19,110,5,46,1
34,3,4,0,9,1,19,110,19,64,2
34,3,4,0,9,2,13,68,3,42,1
34,3,4,0,9,2,13,68,13,26,2
34,3,4,0,9,3,19,120,5,47,1
34,3,4,0,9,3,19,120,19,73,2
34,3,4,0,9,4,19,112,5,43,1
34,3,4,0,9,4,19,112,19,69,2
34,3,4,0,9,5,19,116,5,46,1
34,3,4,0,9,5,19,116,19,70,2
34,3,4,0,9,6,8,103,2,41,1
34,3,4,0,9,6,8,103,8,62,2
34,3,4,0,9,7,19,113,5,44,1
34,3,4,0,9,7,19,113,19,69,2
34,3,4,0,9,8,19,110,5,43,1
34,3,4,0,9,8,19,110,19,67,2
34,3,4,0,9,9,19,115,5,45,1
34,3,4,0,9,9,19,115,19,70,2
34,3,4,0,9,10,19,108,5,42,1
34,3,4,0,9,10,19,108,19,66,2
34,3,4,0,9,11,19,117,5,47,1
34,3,4,0,9,11,19,117,19,70,2
34,3,4,0,9,12,19,115,5,43,1
34,3,4,0,9,12,19,115,19,72,2
34,3,4,0,9,13,19,111,5,42,1
34,3,4,0,9,13,19,111,19,69,2
34,3,4,0,9,14,19,116,5,46,1
34,3,4,0,9,14,19,116,19,70,2
34,3,4,0,9,15,19,114,5,44,1
34,3,4,0,9,15,19,114,19,70,2
34,4,2,0,6,1,12,149,3,59,1
34,4,2,0,6,1,12,149,6,43,2
34,4,2,0,6,1,12,149,12,47,3
34,4,2,0,6,2,14,144,3,55,1
34,4,2,0,6,2,14,144,7,39,2
34,4,2,0,6,2,14,144,14,50,3
34,4,2,0,6,3,8,159,2,60,1
34,4,2,0,6,3,8,159,4,50,2
34,4,2,0,6,3,8,159,8,49,3
34,4,2,0,6,4,9,180,2,64,1
34,4,2,0,6,4,9,180,4,50,2
34,4,2,0,6,4,9,180,9,66,3
34,4,2,0,6,5,9,167,2,60,1
34,4,2,0,6,5,9,167,4,43,2
34,4,2,0,6,5,9,167,9,64,3
34,4,2,0,6,6,9,185,2,67,1
34,4,2,0,6,6,9,185,4,53,2
34,4,2,0,6,6,9,185,9,65,3
34,4,2,0,6,7,9,179,2,65,1
34,4,2,0,6,7,9,179,4,45,2
34,4,2,0,6,7,9,179,9,69,3
34,4,2,0,6,8,9,176,2,63,1
34,4,2,0,6,8,9,176,4,50,2
34,4,2,0,6,8,9,176,9,63,3
34,4,2,0,6,9,9,176,2,65,1
34,4,2,0,6,9,9,176,4,48,2
34,4,2,0,6,9,9,176,9,63,3
34,4,2,0,6,10,9,179,2,62,1
34,4,2,0,6,10,9,179,4,51,2
34,4,2,0,6,10,9,179,9,66,3
34,4,2,0,6,11,9,173,2,63,1
34,4,2,0,6,11,9,173,4,43,2
34,4,2,0,6,11,9,173,9,67,3
34,4,2,0,6,12,9,178,2,65,1
34,4,2,0,6,12,9,178,4,50,2
34,4,2,0,6,12,9,178,9,63,3
34,4,2,0,6,13,9,175,2,62,1
34,4,2,0,6,13,9,175,4,50,2
34,4,2,0,6,13,9,175,9,63,3
34,4,2,0,6,14,9,173,2,60,1
34,4,2,0,6,14,9,173,4,45,2
34,4,2,0,6,14,9,173,9,68,3
34,4,2,0,6,15,9,175,2,63,1
34,4,2,0,6,15,9,175,4,49,2
34,4,2,0,6,15,9,175,9,63,3
34,4,3,0,2,1,29,156,3,58,1
34,4,3,0,2,1,29,156,10,58,2
34,4,3,0,2,1,29,156,29,40,3
34,4,3,0,2,2,31,141,3,55,1
34,4,3,0,2,2,31,141,10,60,2
34,4,3,0,2,2,31,141,31,26,3
34,4,3,0,2,3,27,145,3,58,1
34,4,3,0,2,3,27,145,9,60,2
34,4,3,0,2,3,27,145,27,27,3
34,4,3,0,2,4,26,165,3,60,1
34,4,3,0,2,4,26,165,9,58,2
34,4,3,0,2,4,26,165,26,47,3
34,4,3,0,2,5,28,146,3,54,1
34,4,3,0,2,5,28,146,9,60,2
34,4,3,0,2,5,28,146,28,32,3
34,4,3,0,2,6,26,165,3,55,1
34,4,3,0,2,6,26,165,9,65,2
34,4,3,0,2,6,26,165,26,45,3
34,4,3,0,2,7,30,130,3,55,1
34,4,3,0,2,7,30,130,10,59,2
34,4,3,0,2,7,30,130,30,16,3
34,4,3,0,2,8,22,139,2,44,1
34,4,3,0,2,8,22,139,7,49,2
34,4,3,0,2,8,22,139,22,46,3
34,4,3,0,2,9,24,143,3,55,1
34,4,3,0,2,9,24,143,8,50,2
34,4,3,0,2,9,24,143,24,38,3
34,4,3,0,2,10,14,148,2,46,1
34,4,3,0,2,10,14,148,5,45,2
34,4,3,0,2,10,14,148,14,57,3
34,4,3,0,2,11,39,125,4,47,1
34,4,3,0,2,11,39,125,13,37,2
34,4,3,0,2,11,39,125,39,41,3
34,4,3,0,2,12,26,165,3,56,1
34,4,3,0,2,12,26,165,9,61,2
34,4,3,0,2,12,26,165,26,48,3
34,4,3,0,2,13,25,164,3,56,1
34,4,3,0,2,13,25,164,8,48,2
34,4,3,0,2,13,25,164,25,60,3
34,4,3,0,2,14,26,167,3,61,1
34,4,3,0,2,14,26,167,9,62,2
34,4,3,0,2,14,26,167,26,44,3
34,4,3,0,2,15,25,162,3,55,1
34,4,3,0,2,15,25,162,8,50,2
34,4,3,0,2,15,25,162,25,57,3
34,4,4,0,2,1,61,150,4,32,1
34,4,4,0,2,1,61,150,15,44,2
34,4,4,0,2,1,61,150,61,74,3
34,4,4,0,2,2,61,152,4,35,1
34,4,4,0,2,2,61,152,15,45,2
34,4,4,0,2,2,61,152,61,72,3
34,4,4,0,2,3,61,151,4,33,1
34,4,4,0,2,3,61,151,15,40,2
34,4,4,0,2,3,61,151,61,78,3
34,4,4,0,2,4,61,159,4,39,1
34,4,4,0,2,4,61,159,15,46,2
34,4,4,0,2,4,61,159,61,74,3
34,4,4,0,2,5,34,159,2,51,1
34,4,4,0,2,5,34,159,9,39,2
34,4,4,0,2,5,34,159,34,69,3
34,4,4,0,2,6,34,160,2,52,1
34,4,4,0,2,6,34,160,9,37,2
34,4,4,0,2,6,34,160,34,71,3
34,4,4,0,2,7,61,156,4,36,1
34,4,4,0,2,7,61,156,15,45,2
34,4,4,0,2,7,61,156,61,75,3
34,4,4,0,2,8,23,120,2,51,1
34,4,4,0,2,8,23,120,6,54,2
34,4,4,0,2,8,23,120,23,15,3
34,4,4,0,2,9,34,163,2,52,1
34,4,4,0,2,9,34,163,9,41,2
34,4,4,0,2,9,34,163,34,70,3
34,4,4,0,2,10,61,154,4,35,1
34,4,4,0,2,10,61,154,15,44,2
34,4,4,0,2,10,61,154,61,75,3
34,4,4,0,2,11,34,157,2,53,1
34,4,4,0,2,11,34,157,9,34,2
34,4,4,0,2,11,34,157,34,70,3
34,4,4,0,2,12,29,133,2,54,1
34,4,4,0,2,12,29,133,7,50,2
34,4,4,0,2,12,29,133,29,29,3
