"subjID","beta","H","B","A","v","walk_no","path_leaf","reward","node","node_reward","step_no"
1,0.4,4,4,1,8,14,26,172,7,56,2
1,0.4,4,4,1,8,14,26,172,26,61,3
1,0.4,4,4,1,8,15,26,173,2,55,1
1,0.4,4,4,1,8,15,26,173,7,57,2
1,0.4,4,4,1,8,15,26,173,26,61,3
2,0.8,2,2,0,9,1,2,38,2,38,1
2,0.8,2,2,0,9,2,3,32,3,32,1
2,0.8,2,2,0,9,3,2,41,2,41,1
2,0.8,2,2,0,9,4,2,39,2,39,1
2,0.8,2,2,0,9,5,3,35,3,35,1
2,0.8,2,2,0,9,6,2,36,2,36,1
2,0.8,2,2,0,9,7,2,40,2,40,1
2,0.8,2,2,0,9,8,3,34,3,34,1
2,0.8,2,2,0,9,9,2,40,2,40,1
2,0.8,2,2,0,9,10,2,39,2,39,1
2,0.8,2,2,0,9,11,2,40,2,40,1
2,0.8,2,2,0,9,12,2,38,2,38,1
2,0.8,2,2,0,9,13,2,37,2,37,1
2,0.8,2,2,0,9,14,2,40,2,40,1
2,0.8,2,2,0,9,15,2,42,2,42,1
2,0.8,2,2,1,6,1,3,62,3,62,1
2,0.8,2,2,1,6,2,3,65,3,65,1
2,0.8,2,2,1,6,3,3,66,3,66,1
2,0.8,2,2,1,6,4,3,68,3,68,1
2,0.8,2,2,1,6,5,3,69,3,69,1
2,0.8,2,2,1,6,6,3,66,3,66,1
2,0.8,2,2,1,6,7,3,63,3,63,1
2,0.8,2,2,1,6,8,3,65,3,65,1
2,0.8,2,2,1,6,9,3,65,3,65,1
2,0.8,2,2,1,6,10,3,68,3,68,1
2,0.8,2,2,1,6,11,3,66,3,66,1
2,0.8,2,2,1,6,12,3,66,3,66,1
2,0.8,2,2,1,6,13,3,64,3,64,1
2,0.8,2,2,1,6,14,3,64,3,64,1
2,0.8,2,2,1,6,15,3,68,3,68,1
2,0.8,2,3,0,4,1,4,76,4,76,1
2,0.8,2,3,0,4,2,4,73,4,73,1
2,0.8,2,3,0,4,3,4,75,4,75,1
2,0.8,2,3,0,4,4,4,76,4,76,1
2,0.8,2,3,0,4,5,4,75,4,75,1
2,0.8,2,3,0,4,6,4,74,4,74,1
2,0.8,2,3,0,4,7,4,75,4,75,1
2,0.8,2,3,0,4,8,4,75,4,75,1
2,0.8,2,3,0,4,9,4,75,4,75,1
2,0.8,2,3,0,4,10,4,77,4,77,1
2,0.8,2,3,0,4,11,4,77,4,77,1
2,0.8,2,3,0,4,12,4,69,4,69,1
2,0.8,2,3,0,4,13,4,72,4,72,1
2,0.8,2,3,0,4,14,4,71,4,71,1
2,0.8,2,3,0,4,15,4,74,4,74,1
2,0.8,2,3,1,1,1,3,23,3,23,1
2,0.8,2,3,1,1,2,2,33,2,33,1
2,0.8,2,3,1,1,3,4,20,4,20,1
2,0.8,2,3,1,1,4,2,34,2,34,1
2,0.8,2,3,1,1,5,2,32,2,32,1
2,0.8,2,3,1,1,6,4,18,4,18,1
2,0.8,2,3,1,1,7,2,33,2,33,1
2,0.8,2,3,1,1,8,2,34,2,34,1
2,0.8,2,3,1,1,9,2,33,2,33,1
2,0.8,2,3,1,1,10,3,26,3,26,1
2,0.8,2,3,1,1,11,2,33,2,33,1
2,0.8,2,3,1,1,12,2,32,2,32,1
2,0.8,2,3,1,1,13,3,22,3,22,1
2,0.8,2,3,1,1,14,3,22,3,22,1
2,0.8,2,3,1,1,15,2,34,2,34,1
2,0.8,2,4,0,7,1,3,67,3,67,1
2,0.8,2,4,0,7,2,3,65,3,65,1
2,0.8,2,4,0,7,3,3,66,3,66,1
2,0.8,2,4,0,7,4,3,64,3,64,1
2,0.8,2,4,0,7,5,3,62,3,62,1
2,0.8,2,4,0,7,6,3,65,3,65,1
2,0.8,2,4,0,7,7,3,69,3,69,1
2,0.8,2,4,0,7,8,3,66,3,66,1
2,0.8,2,4,0,7,9,3,69,3,69,1
2,0.8,2,4,0,7,10,3,68,3,68,1
2,0.8,2,4,0,7,11,3,66,3,66,1
2,0.8,2,4,0,7,12,3,71,3,71,1
2,0.8,2,4,0,7,13,3,64,3,64,1
2,0.8,2,4,0,7,14,3,63,3,63,1
2,0.8,2,4,0,7,15,3,66,3,66,1
2,0.8,2,4,1,4,1,2,68,2,68,1
2,0.8,2,4,1,4,2,2,66,2,66,1
2,0.8,2,4,1,4,3,2,64,2,64,1
2,0.8,2,4,1,4,4,2,69,2,69,1
2,0.8,2,4,1,4,5,2,66,2,66,1
2,0.8,2,4,1,4,6,2,63,2,63,1
2,0.8,2,4,1,4,7,2,66,2,66,1
2,0.8,2,4,1,4,8,2,65,2,65,1
2,0.8,2,4,1,4,9,2,68,2,68,1
2,0.8,2,4,1,4,10,2,64,2,64,1
2,0.8,2,4,1,4,11,2,68,2,68,1
2,0.8,2,4,1,4,12,2,67,2,67,1
2,0.8,2,4,1,4,13,2,70,2,70,1
2,0.8,2,4,1,4,14,2,67,2,67,1
2,0.8,2,4,1,4,15,2,67,2,67,1
2,0.8,3,2,0,2,1,7,67,3,58,1
2,0.8,3,2,0,2,1,7,67,7,9,2
2,0.8,3,2,0,2,2,6,63,3,57,1
2,0.8,3,2,0,2,2,6,63,6,6,2
2,0.8,3,2,0,2,3,5,67,2,38,1
2,0.8,3,2,0,2,3,5,67,5,29,2
2,0.8,3,2,0,2,4,4,60,2,40,1
2,0.8,3,2,0,2,4,4,60,4,20,2
2,0.8,3,2,0,2,5,7,55,3,53,1
2,0.8,3,2,0,2,5,7,55,7,2,2
2,0.8,3,2,0,2,6,6,68,3,56,1
2,0.8,3,2,0,2,6,6,68,6,12,2
2,0.8,3,2,0,2,7,5,65,2,37,1
2,0.8,3,2,0,2,7,5,65,5,28,2
2,0.8,3,2,0,2,8,6,64,3,55,1
2,0.8,3,2,0,2,8,6,64,6,9,2
2,0.8,3,2,0,2,9,4,52,2,35,1
2,0.8,3,2,0,2,9,4,52,4,17,2
2,0.8,3,2,0,2,10,7,67,3,57,1
2,0.8,3,2,0,2,10,7,67,7,10,2
2,0.8,3,2,0,2,11,5,67,2,38,1
2,0.8,3,2,0,2,11,5,67,5,29,2
2,0.8,3,2,0,2,12,6,60,3,55,1
2,0.8,3,2,0,2,12,6,60,6,5,2
2,0.8,3,2,0,2,13,7,63,3,56,1
2,0.8,3,2,0,2,13,7,63,7,7,2
2,0.8,3,2,0,2,14,5,69,2,40,1
2,0.8,3,2,0,2,14,5,69,5,29,2
2,0.8,3,2,0,2,15,5,66,2,40,1
2,0.8,3,2,0,2,15,5,66,5,26,2
2,0.8,3,2,1,0,1,7,68,3,29,1
2,0.8,3,2,1,0,1,7,68,7,39,2
2,0.8,3,2,1,0,2,5,69,2,33,1
2,0.8,3,2,1,0,2,5,69,5,36,2
2,0.8,3,2,1,0,3,7,63,3,28,1
2,0.8,3,2,1,0,3,7,63,7,35,2
2,0.8,3,2,1,0,4,4,66,2,31,1
2,0.8,3,2,1,0,4,4,66,4,35,2
2,0.8,3,2,1,0,5,6,68,3,32,1
2,0.8,3,2,1,0,5,6,68,6,36,2
2,0.8,3,2,1,0,6,4,70,2,33,1
2,0.8,3,2,1,0,6,4,70,4,37,2
2,0.8,3,2,1,0,7,5,68,2,30,1
2,0.8,3,2,1,0,7,5,68,5,38,2
2,0.8,3,2,1,0,8,6,67,3,30,1
2,0.8,3,2,1,0,8,6,67,6,37,2
2,0.8,3,2,1,0,9,5,69,2,34,1
2,0.8,3,2,1,0,9,5,69,5,35,2
2,0.8,3,2,1,0,10,7,61,3,26,1
2,0.8,3,2,1,0,10,7,61,7,35,2
2,0.8,3,2,1,0,11,4,71,2,33,1
2,0.8,3,2,1,0,11,4,71,4,38,2
2,0.8,3,2,1,0,12,4,71,2,30,1
2,0.8,3,2,1,0,12,4,71,4,41,2
2,0.8,3,2,1,0,13,6,65,3,29,1
2,0.8,3,2,1,0,13,6,65,6,36,2
2,0.8,3,2,1,0,14,5,69,2,32,1
2,0.8,3,2,1,0,14,5,69,5,37,2
2,0.8,3,2,1,0,15,4,70,2,33,1
2,0.8,3,2,1,0,15,4,70,4,37,2
2,0.8,3,3,0,3,1,12,108,4,62,1
2,0.8,3,3,0,3,1,12,108,12,46,2
2,0.8,3,3,0,3,2,13,103,4,59,1
2,0.8,3,3,0,3,2,13,103,13,44,2
2,0.8,3,3,0,3,3,11,104,4,60,1
2,0.8,3,3,0,3,3,11,104,11,44,2
2,0.8,3,3,0,3,4,12,109,4,63,1
2,0.8,3,3,0,3,4,12,109,12,46,2
2,0.8,3,3,0,3,5,13,116,4,65,1
2,0.8,3,3,0,3,5,13,116,13,51,2
2,0.8,3,3,0,3,6,13,106,4,58,1
2,0.8,3,3,0,3,6,13,106,13,48,2
2,0.8,3,3,0,3,7,13,112,4,62,1
2,0.8,3,3,0,3,7,13,112,13,50,2
2,0.8,3,3,0,3,8,13,107,4,59,1
2,0.8,3,3,0,3,8,13,107,13,48,2
2,0.8,3,3,0,3,9,13,109,4,63,1
2,0.8,3,3,0,3,9,13,109,13,46,2
2,0.8,3,3,0,3,10,13,108,4,58,1
2,0.8,3,3,0,3,10,13,108,13,50,2
2,0.8,3,3,0,3,11,13,108,4,57,1
2,0.8,3,3,0,3,11,13,108,13,51,2
2,0.8,3,3,0,3,12,13,108,4,62,1
2,0.8,3,3,0,3,12,13,108,13,46,2
2,0.8,3,3,0,3,13,11,106,4,60,1
2,0.8,3,3,0,3,13,11,106,11,46,2
2,0.8,3,3,0,3,14,13,105,4,56,1
2,0.8,3,3,0,3,14,13,105,13,49,2
2,0.8,3,3,0,3,15,13,112,4,64,1
2,0.8,3,3,0,3,15,13,112,13,48,2
2,0.8,3,3,1,3,1,8,98,3,50,1
2,0.8,3,3,1,3,1,8,98,8,48,2
2,0.8,3,3,1,3,2,13,110,4,57,1
2,0.8,3,3,1,3,2,13,110,13,53,2
2,0.8,3,3,1,3,3,11,126,4,59,1
2,0.8,3,3,1,3,3,11,126,11,67,2
2,0.8,3,3,1,3,4,11,125,4,58,1
2,0.8,3,3,1,3,4,11,125,11,67,2
2,0.8,3,3,1,3,5,11,124,4,56,1
2,0.8,3,3,1,3,5,11,124,11,68,2
2,0.8,3,3,1,3,6,11,122,4,56,1
2,0.8,3,3,1,3,6,11,122,11,66,2
2,0.8,3,3,1,3,7,11,121,4,58,1
2,0.8,3,3,1,3,7,11,121,11,63,2
2,0.8,3,3,1,3,8,11,125,4,59,1
2,0.8,3,3,1,3,8,11,125,11,66,2
2,0.8,3,3,1,3,9,11,127,4,58,1
2,0.8,3,3,1,3,9,11,127,11,69,2
2,0.8,3,3,1,3,10,11,121,4,56,1
2,0.8,3,3,1,3,10,11,121,11,65,2
2,0.8,3,3,1,3,11,11,126,4,59,1
2,0.8,3,3,1,3,11,11,126,11,67,2
2,0.8,3,3,1,3,12,11,120,4,54,1
2,0.8,3,3,1,3,12,11,120,11,66,2
2,0.8,3,3,1,3,13,11,121,4,57,1
2,0.8,3,3,1,3,13,11,121,11,64,2
2,0.8,3,3,1,3,14,11,123,4,55,1
2,0.8,3,3,1,3,14,11,123,11,68,2
2,0.8,3,3,1,3,15,11,126,4,56,1
2,0.8,3,3,1,3,15,11,126,11,70,2
2,0.8,3,4,0,1,1,13,110,3,57,1
2,0.8,3,4,0,1,1,13,110,13,53,2
2,0.8,3,4,0,1,2,13,107,3,56,1
2,0.8,3,4,0,1,2,13,107,13,51,2
2,0.8,3,4,0,1,3,13,110,3,58,1
2,0.8,3,4,0,1,3,13,110,13,52,2
2,0.8,3,4,0,1,4,13,112,3,60,1
2,0.8,3,4,0,1,4,13,112,13,52,2
2,0.8,3,4,0,1,5,13,107,3,56,1
2,0.8,3,4,0,1,5,13,107,13,51,2
2,0.8,3,4,0,1,6,13,109,3,60,1
2,0.8,3,4,0,1,6,13,109,13,49,2
2,0.8,3,4,0,1,7,13,107,3,57,1
2,0.8,3,4,0,1,7,13,107,13,50,2
2,0.8,3,4,0,1,8,13,109,3,58,1
2,0.8,3,4,0,1,8,13,109,13,51,2
2,0.8,3,4,0,1,9,13,109,3,57,1
2,0.8,3,4,0,1,9,13,109,13,52,2
2,0.8,3,4,0,1,10,13,107,3,57,1
2,0.8,3,4,0,1,10,13,107,13,50,2
2,0.8,3,4,0,1,11,13,106,3,55,1
2,0.8,3,4,0,1,11,13,106,13,51,2
2,0.8,3,4,0,1,12,13,107,3,57,1
2,0.8,3,4,0,1,12,13,107,13,50,2
2,0.8,3,4,0,1,13,11,123,3,58,1
2,0.8,3,4,0,1,13,11,123,11,65,2
2,0.8,3,4,0,1,14,11,124,3,55,1
2,0.8,3,4,0,1,14,11,124,11,69,2
2,0.8,3,4,0,1,15,11,122,3,56,1
2,0.8,3,4,0,1,15,11,122,11,66,2
2,0.8,3,4,1,2,1,19,104,5,55,1
2,0.8,3,4,1,2,1,19,104,19,49,2
2,0.8,3,4,1,2,2,21,106,5,52,1
2,0.8,3,4,1,2,2,21,106,21,54,2
2,0.8,3,4,1,2,3,18,102,5,53,1
2,0.8,3,4,1,2,3,18,102,18,49,2
2,0.8,3,4,1,2,4,21,106,5,53,1
2,0.8,3,4,1,2,4,21,106,21,53,2
2,0.8,3,4,1,2,5,21,106,5,51,1
2,0.8,3,4,1,2,5,21,106,21,55,2
2,0.8,3,4,1,2,6,21,109,5,54,1
2,0.8,3,4,1,2,6,21,109,21,55,2
2,0.8,3,4,1,2,7,21,111,5,55,1
2,0.8,3,4,1,2,7,21,111,21,56,2
2,0.8,3,4,1,2,8,21,100,5,49,1
2,0.8,3,4,1,2,8,21,100,21,51,2
2,0.8,3,4,1,2,9,21,109,5,53,1
2,0.8,3,4,1,2,9,21,109,21,56,2
2,0.8,3,4,1,2,10,21,104,5,51,1
2,0.8,3,4,1,2,10,21,104,21,53,2
2,0.8,3,4,1,2,11,21,107,5,53,1
2,0.8,3,4,1,2,11,21,107,21,54,2
2,0.8,3,4,1,2,12,21,105,5,53,1
2,0.8,3,4,1,2,12,21,105,21,52,2
2,0.8,3,4,1,2,13,21,101,5,50,1
2,0.8,3,4,1,2,13,21,101,21,51,2
2,0.8,3,4,1,2,14,21,103,5,50,1
2,0.8,3,4,1,2,14,21,103,21,53,2
2,0.8,3,4,1,2,15,21,106,5,55,1
2,0.8,3,4,1,2,15,21,106,21,51,2
2,0.8,4,2,0,7,1,11,130,2,63,1
2,0.8,4,2,0,7,1,11,130,5,50,2
2,0.8,4,2,0,7,1,11,130,11,17,3
2,0.8,4,2,0,7,2,8,121,2,61,1
2,0.8,4,2,0,7,2,8,121,4,37,2
2,0.8,4,2,0,7,2,8,121,8,23,3
2,0.8,4,2,0,7,3,10,144,2,61,1
2,0.8,4,2,0,7,3,10,144,5,45,2
2,0.8,4,2,0,7,3,10,144,10,38,3
2,0.8,4,2,0,7,4,9,179,2,63,1
2,0.8,4,2,0,7,4,9,179,4,39,2
2,0.8,4,2,0,7,4,9,179,9,77,3
2,0.8,4,2,0,7,5,9,170,2,58,1
2,0.8,4,2,0,7,5,9,170,4,38,2
2,0.8,4,2,0,7,5,9,170,9,74,3
2,0.8,4,2,0,7,6,9,175,2,58,1
2,0.8,4,2,0,7,6,9,175,4,40,2
2,0.8,4,2,0,7,6,9,175,9,77,3
2,0.8,4,2,0,7,7,9,179,2,65,1
2,0.8,4,2,0,7,7,9,179,4,39,2
2,0.8,4,2,0,7,7,9,179,9,75,3
2,0.8,4,2,0,7,8,9,174,2,59,1
2,0.8,4,2,0,7,8,9,174,4,39,2
2,0.8,4,2,0,7,8,9,174,9,76,3
2,0.8,4,2,0,7,9,9,178,2,63,1
2,0.8,4,2,0,7,9,9,178,4,39,2
2,0.8,4,2,0,7,9,9,178,9,76,3
2,0.8,4,2,0,7,10,9,174,2,60,1
2,0.8,4,2,0,7,10,9,174,4,37,2
2,0.8,4,2,0,7,10,9,174,9,77,3
2,0.8,4,2,0,7,11,9,180,2,62,1
2,0.8,4,2,0,7,11,9,180,4,41,2
2,0.8,4,2,0,7,11,9,180,9,77,3
2,0.8,4,2,0,7,12,9,178,2,64,1
2,0.8,4,2,0,7,12,9,178,4,40,2
2,0.8,4,2,0,7,12,9,178,9,74,3
2,0.8,4,2,0,7,13,9,179,2,60,1
2,0.8,4,2,0,7,13,9,179,4,43,2
2,0.8,4,2,0,7,13,9,179,9,76,3
2,0.8,4,2,0,7,14,9,176,2,61,1
2,0.8,4,2,0,7,14,9,176,4,39,2
2,0.8,4,2,0,7,14,9,176,9,76,3
2,0.8,4,2,0,7,15,9,175,2,62,1
2,0.8,4,2,0,7,15,9,175,4,38,2
2,0.8,4,2,0,7,15,9,175,9,75,3
2,0.8,4,2,1,8,1,15,127,3,49,1
2,0.8,4,2,1,8,1,15,127,7,40,2
2,0.8,4,2,1,8,1,15,127,15,38,3
2,0.8,4,2,1,8,2,11,132,2,45,1
2,0.8,4,2,1,8,2,11,132,5,46,2
2,0.8,4,2,1,8,2,11,132,11,41,3
2,0.8,4,2,1,8,3,8,152,2,49,1
2,0.8,4,2,1,8,3,8,152,4,51,2
2,0.8,4,2,1,8,3,8,152,8,52,3
2,0.8,4,2,1,8,4,9,166,2,51,1
2,0.8,4,2,1,8,4,9,166,4,52,2
2,0.8,4,2,1,8,4,9,166,9,63,3
2,0.8,4,2,1,8,5,9,162,2,50,1
2,0.8,4,2,1,8,5,9,162,4,53,2
2,0.8,4,2,1,8,5,9,162,9,59,3
2,0.8,4,2,1,8,6,9,161,2,47,1
2,0.8,4,2,1,8,6,9,161,4,52,2
2,0.8,4,2,1,8,6,9,161,9,62,3
2,0.8,4,2,1,8,7,9,162,2,46,1
2,0.8,4,2,1,8,7,9,162,4,56,2
2,0.8,4,2,1,8,7,9,162,9,60,3
2,0.8,4,2,1,8,8,9,156,2,46,1
2,0.8,4,2,1,8,8,9,156,4,52,2
2,0.8,4,2,1,8,8,9,156,9,58,3
2,0.8,4,2,1,8,9,9,162,2,50,1
2,0.8,4,2,1,8,9,9,162,4,52,2
2,0.8,4,2,1,8,9,9,162,9,60,3
2,0.8,4,2,1,8,10,9,169,2,49,1
2,0.8,4,2,1,8,10,9,169,4,54,2
2,0.8,4,2,1,8,10,9,169,9,66,3
2,0.8,4,2,1,8,11,9,161,2,50,1
2,0.8,4,2,1,8,11,9,161,4,52,2
2,0.8,4,2,1,8,11,9,161,9,59,3
2,0.8,4,2,1,8,12,9,162,2,47,1
2,0.8,4,2,1,8,12,9,162,4,53,2
2,0.8,4,2,1,8,12,9,162,9,62,3
2,0.8,4,2,1,8,13,9,155,2,47,1
2,0.8,4,2,1,8,13,9,155,4,48,2
2,0.8,4,2,1,8,13,9,155,9,60,3
2,0.8,4,2,1,8,14,9,162,2,48,1
2,0.8,4,2,1,8,14,9,162,4,53,2
2,0.8,4,2,1,8,14,9,162,9,61,3
2,0.8,4,2,1,8,15,9,165,2,48,1
2,0.8,4,2,1,8,15,9,165,4,55,2
2,0.8,4,2,1,8,15,9,165,9,62,3
2,0.8,4,3,0,2,1,31,132,3,53,1
2,0.8,4,3,0,2,1,31,132,10,57,2
2,0.8,4,3,0,2,1,31,132,31,22,3
2,0.8,4,3,0,2,2,29,160,3,58,1
2,0.8,4,3,0,2,2,29,160,10,60,2
2,0.8,4,3,0,2,2,29,160,29,42,3
2,0.8,4,3,0,2,3,30,134,3,55,1
2,0.8,4,3,0,2,3,30,134,10,64,2
2,0.8,4,3,0,2,3,30,134,30,15,3
2,0.8,4,3,0,2,4,29,163,3,57,1
2,0.8,4,3,0,2,4,29,163,10,62,2
2,0.8,4,3,0,2,4,29,163,29,44,3
2,0.8,4,3,0,2,5,29,165,3,58,1
2,0.8,4,3,0,2,5,29,165,10,64,2
2,0.8,4,3,0,2,5,29,165,29,43,3
2,0.8,4,3,0,2,6,29,158,3,58,1
2,0.8,4,3,0,2,6,29,158,10,60,2
2,0.8,4,3,0,2,6,29,158,29,40,3
2,0.8,4,3,0,2,7,29,159,3,55,1
2,0.8,4,3,0,2,7,29,159,10,63,2
2,0.8,4,3,0,2,7,29,159,29,41,3
2,0.8,4,3,0,2,8,29,161,3,56,1
2,0.8,4,3,0,2,8,29,161,10,62,2
2,0.8,4,3,0,2,8,29,161,29,43,3
2,0.8,4,3,0,2,9,29,157,3,54,1
2,0.8,4,3,0,2,9,29,157,10,61,2
2,0.8,4,3,0,2,9,29,157,29,42,3
2,0.8,4,3,0,2,10,29,154,3,57,1
2,0.8,4,3,0,2,10,29,154,10,58,2
2,0.8,4,3,0,2,10,29,154,29,39,3
2,0.8,4,3,0,2,11,29,158,3,52,1
2,0.8,4,3,0,2,11,29,158,10,62,2
2,0.8,4,3,0,2,11,29,158,29,44,3
2,0.8,4,3,0,2,12,29,159,3,57,1
2,0.8,4,3,0,2,12,29,159,10,59,2
2,0.8,4,3,0,2,12,29,159,29,43,3
2,0.8,4,3,0,2,13,29,155,3,55,1
2,0.8,4,3,0,2,13,29,155,10,60,2
2,0.8,4,3,0,2,13,29,155,29,40,3
2,0.8,4,3,0,2,14,29,156,3,57,1
2,0.8,4,3,0,2,14,29,156,10,59,2
2,0.8,4,3,0,2,14,29,156,29,40,3
2,0.8,4,3,0,2,15,29,153,3,57,1
2,0.8,4,3,0,2,15,29,153,10,57,2
2,0.8,4,3,0,2,15,29,153,29,39,3
2,0.8,4,3,1,4,1,24,164,3,53,1
2,0.8,4,3,1,4,1,24,164,8,58,2
2,0.8,4,3,1,4,1,24,164,24,53,3
2,0.8,4,3,1,4,2,25,165,3,50,1
2,0.8,4,3,1,4,2,25,165,8,55,2
2,0.8,4,3,1,4,2,25,165,25,60,3
2,0.8,4,3,1,4,3,25,170,3,52,1
2,0.8,4,3,1,4,3,25,170,8,55,2
2,0.8,4,3,1,4,3,25,170,25,63,3
2,0.8,4,3,1,4,4,25,159,3,47,1
2,0.8,4,3,1,4,4,25,159,8,56,2
2,0.8,4,3,1,4,4,25,159,25,56,3
2,0.8,4,3,1,4,5,25,165,3,52,1
2,0.8,4,3,1,4,5,25,165,8,54,2
2,0.8,4,3,1,4,5,25,165,25,59,3
2,0.8,4,3,1,4,6,25,165,3,52,1
2,0.8,4,3,1,4,6,25,165,8,55,2
2,0.8,4,3,1,4,6,25,165,25,58,3
2,0.8,4,3,1,4,7,25,171,3,53,1
2,0.8,4,3,1,4,7,25,171,8,58,2
2,0.8,4,3,1,4,7,25,171,25,60,3
2,0.8,4,3,1,4,8,25,167,3,50,1
2,0.8,4,3,1,4,8,25,167,8,55,2
2,0.8,4,3,1,4,8,25,167,25,62,3
2,0.8,4,3,1,4,9,25,171,3,50,1
2,0.8,4,3,1,4,9,25,171,8,59,2
2,0.8,4,3,1,4,9,25,171,25,62,3
2,0.8,4,3,1,4,10,25,167,3,50,1
2,0.8,4,3,1,4,10,25,167,8,56,2
2,0.8,4,3,1,4,10,25,167,25,61,3
2,0.8,4,3,1,4,11,25,163,3,49,1
2,0.8,4,3,1,4,11,25,163,8,54,2
2,0.8,4,3,1,4,11,25,163,25,60,3
2,0.8,4,3,1,4,12,25,167,3,50,1
2,0.8,4,3,1,4,12,25,167,8,59,2
2,0.8,4,3,1,4,12,25,167,25,58,3
2,0.8,4,3,1,4,13,25,165,3,53,1
2,0.8,4,3,1,4,13,25,165,8,51,2
2,0.8,4,3,1,4,13,25,165,25,61,3
2,0.8,4,3,1,4,14,25,171,3,52,1
2,0.8,4,3,1,4,14,25,171,8,59,2
2,0.8,4,3,1,4,14,25,171,25,60,3
2,0.8,4,3,1,4,15,25,167,3,53,1
2,0.8,4,3,1,4,15,25,167,8,56,2
2,0.8,4,3,1,4,15,25,167,25,58,3
2,0.8,4,4,0,0,1,38,141,3,72,1
2,0.8,4,4,0,0,1,38,141,10,30,2
2,0.8,4,4,0,0,1,38,141,38,39,3
2,0.8,4,4,0,0,2,53,142,3,72,1
2,0.8,4,4,0,0,2,53,142,13,62,2
2,0.8,4,4,0,0,2,53,142,53,8,3
2,0.8,4,4,0,0,3,51,153,3,73,1
2,0.8,4,4,0,0,3,51,153,13,64,2
2,0.8,4,4,0,0,3,51,153,51,16,3
2,0.8,4,4,0,0,4,52,171,3,70,1
2,0.8,4,4,0,0,4,52,171,13,62,2
2,0.8,4,4,0,0,4,52,171,52,39,3
2,0.8,4,4,0,0,5,50,142,3,73,1
2,0.8,4,4,0,0,5,50,142,13,61,2
2,0.8,4,4,0,0,5,50,142,50,8,3
2,0.8,4,4,0,0,6,52,175,3,73,1
2,0.8,4,4,0,0,6,52,175,13,63,2
2,0.8,4,4,0,0,6,52,175,52,39,3
2,0.8,4,4,0,0,7,52,184,3,78,1
2,0.8,4,4,0,0,7,52,184,13,63,2
2,0.8,4,4,0,0,7,52,184,52,43,3
2,0.8,4,4,0,0,8,52,173,3,72,1
2,0.8,4,4,0,0,8,52,173,13,61,2
2,0.8,4,4,0,0,8,52,173,52,40,3
2,0.8,4,4,0,0,9,52,172,3,71,1
2,0.8,4,4,0,0,9,52,172,13,61,2
2,0.8,4,4,0,0,9,52,172,52,40,3
2,0.8,4,4,0,0,10,52,173,3,72,1
2,0.8,4,4,0,0,10,52,173,13,60,2
2,0.8,4,4,0,0,10,52,173,52,41,3
2,0.8,4,4,0,0,11,52,175,3,73,1
2,0.8,4,4,0,0,11,52,175,13,61,2
2,0.8,4,4,0,0,11,52,175,52,41,3
2,0.8,4,4,0,0,12,52,179,3,76,1
2,0.8,4,4,0,0,12,52,179,13,64,2
2,0.8,4,4,0,0,12,52,179,52,39,3
2,0.8,4,4,0,0,13,52,176,3,72,1
2,0.8,4,4,0,0,13,52,176,13,60,2
2,0.8,4,4,0,0,13,52,176,52,44,3
2,0.8,4,4,0,0,14,52,173,3,71,1
2,0.8,4,4,0,0,14,52,173,13,63,2
2,0.8,4,4,0,0,14,52,173,52,39,3
2,0.8,4,4,0,0,15,52,175,3,71,1
2,0.8,4,4,0,0,15,52,175,13,59,2
2,0.8,4,4,0,0,15,52,175,52,45,3
2,0.8,4,4,1,9,1,48,154,3,55,1
2,0.8,4,4,1,9,1,48,154,12,50,2
2,0.8,4,4,1,9,1,48,154,48,49,3
2,0.8,4,4,1,9,2,54,185,4,51,1
2,0.8,4,4,1,9,2,54,185,14,64,2
2,0.8,4,4,1,9,2,54,185,54,70,3
2,0.8,4,4,1,9,3,54,183,4,52,1
2,0.8,4,4,1,9,3,54,183,14,63,2
2,0.8,4,4,1,9,3,54,183,54,68,3
2,0.8,4,4,1,9,4,54,180,4,53,1
2,0.8,4,4,1,9,4,54,180,14,62,2
2,0.8,4,4,1,9,4,54,180,54,65,3
2,0.8,4,4,1,9,5,54,193,4,53,1
2,0.8,4,4,1,9,5,54,193,14,69,2
2,0.8,4,4,1,9,5,54,193,54,71,3
2,0.8,4,4,1,9,6,54,185,4,53,1
2,0.8,4,4,1,9,6,54,185,14,61,2
2,0.8,4,4,1,9,6,54,185,54,71,3
2,0.8,4,4,1,9,7,54,188,4,55,1
2,0.8,4,4,1,9,7,54,188,14,64,2
2,0.8,4,4,1,9,7,54,188,54,69,3
2,0.8,4,4,1,9,8,54,188,4,54,1
2,0.8,4,4,1,9,8,54,188,14,63,2
2,0.8,4,4,1,9,8,54,188,54,71,3
2,0.8,4,4,1,9,9,54,187,4,53,1
2,0.8,4,4,1,9,9,54,187,14,63,2
2,0.8,4,4,1,9,9,54,187,54,71,3
2,0.8,4,4,1,9,10,54,181,4,53,1
2,0.8,4,4,1,9,10,54,181,14,63,2
2,0.8,4,4,1,9,10,54,181,54,65,3
2,0.8,4,4,1,9,11,54,183,4,55,1
2,0.8,4,4,1,9,11,54,183,14,62,2
2,0.8,4,4,1,9,11,54,183,54,66,3
2,0.8,4,4,1,9,12,54,193,4,57,1
2,0.8,4,4,1,9,12,54,193,14,64,2
2,0.8,4,4,1,9,12,54,193,54,72,3
